ACTIVITY_DURATION,ASSIGNED_USER_TK,ACTIVITY_PARENT,ACTIVITY_PARENT_OPS,ACTIVITY_DATE_TK_RAND,RAND
45,20,7712,282,630,2
15,19,9351,337,674,2
15,7,9531,252,463,2
15,17,7315,294,543,2
15,14,9742,236,481,2
60,11,7393,303,646,2
45,11,9920,299,606,2
30,19,7549,278,522,2
60,16,9874,234,636,2
45,2,9970,348,534,2
75,10,8808,279,406,2
30,1,7019,232,382,2
15,9,7092,247,530,2
120,18,7040,223,512,2
90,4,8075,260,593,2
30,4,8786,232,543,2
15,12,8358,339,439,2
15,6,8237,347,628,2
15,14,7430,226,414,2
60,1,7323,280,641,2
15,3,9710,274,386,2
105,2,9659,275,433,2
75,7,8953,288,638,2
60,16,8535,335,669,2
30,19,8173,293,479,2
15,2,8461,331,677,2
60,4,7491,282,647,2
30,18,7197,343,578,2
30,16,8787,206,447,2
30,16,9084,215,571,2
60,21,9078,321,543,2
30,8,7488,275,641,2
15,10,8580,347,595,2
30,21,9581,273,459,2
15,1,8597,242,437,2
75,14,9548,292,435,2
30,6,7465,343,380,2
15,21,8200,279,564,2
15,22,7070,228,601,2
30,1,9425,261,494,2
45,16,8201,286,405,2
120,11,7987,278,410,2
15,5,9815,270,611,2
15,22,7884,231,629,2
45,1,7966,341,639,2
15,2,7402,242,722,2
15,6,8242,219,464,2
15,15,7573,220,425,2
45,13,9612,317,633,2
45,13,8107,350,432,2
15,19,8247,228,727,2
75,1,8675,227,538,2
60,17,9356,346,513,2
90,4,9336,297,548,2
15,8,7823,349,617,2
15,7,7101,260,622,2
15,23,9694,233,441,2
15,21,9329,297,512,2
90,17,9136,207,508,2
15,4,7489,339,522,2
60,9,7672,229,435,2
45,7,7776,254,514,2
15,16,8401,310,606,2
60,9,7346,219,606,2
15,6,9549,321,467,2
15,4,7634,323,614,2
60,14,9681,201,436,2
15,19,7139,252,442,2
15,7,9073,291,640,2
45,5,7441,341,462,2
30,9,7799,291,591,2
30,17,9725,239,500,2
15,22,8135,216,712,2
15,15,8122,259,471,2
15,7,8628,314,603,2
15,20,9101,309,538,2
15,11,8480,291,580,2
15,19,7973,342,593,2
30,3,7105,348,496,2
45,13,9319,329,680,2
30,23,7386,304,526,2
15,23,7601,292,518,2
90,22,8711,230,519,2
60,2,7572,201,541,2
15,12,9354,272,671,2
30,11,8373,315,511,2
15,10,7122,254,658,2
45,4,9840,265,657,2
45,11,9555,314,575,2
30,20,8476,275,549,2
15,22,7680,210,583,2
45,16,8755,335,676,2
15,12,8280,329,396,2
15,8,7510,329,498,2
15,21,7293,290,453,2
30,15,8117,239,587,2
45,3,9081,247,612,2
30,13,7220,240,383,2
120,14,7470,212,478,2
60,7,9685,278,580,2
30,4,9531,268,566,2
15,8,9954,320,728,2
60,12,8905,223,423,2
60,7,8128,254,602,2
15,10,9477,210,622,2
15,13,7515,283,420,2
60,22,7989,291,664,2
45,6,10000,218,393,2
30,6,9873,327,557,2
15,21,9544,324,567,2
15,9,8381,312,578,2
45,19,8508,235,475,2
15,16,9567,226,372,2
15,21,9874,343,478,2
15,11,7732,256,610,2
30,16,7658,299,392,2
60,23,7617,205,489,2
105,4,8053,254,572,2
45,18,7516,264,508,2
15,11,7061,347,486,2
15,19,9986,289,662,2
30,14,9050,254,707,2
15,21,8589,317,517,2
30,1,7796,332,602,2
15,16,9427,235,584,2
30,10,8762,224,637,2
15,12,9005,237,618,2
60,16,7073,342,684,2
15,22,8540,241,574,2
15,5,9971,223,628,2
60,12,7301,263,697,2
45,2,8822,200,505,2
15,19,7322,257,683,2
15,7,8544,263,459,2
15,15,7855,305,429,2
15,14,7129,224,518,2
60,12,7245,335,513,2
15,20,7551,341,527,2
90,19,8759,203,601,2
45,4,8258,266,445,2
60,5,7355,259,589,2
30,4,7773,254,608,2
30,9,9623,220,602,2
45,1,8009,205,585,2
30,16,8823,325,615,2
15,22,9641,284,672,2
15,5,7696,279,397,2
15,15,7300,263,707,2
15,12,9563,350,514,2
30,17,9015,286,634,2
15,2,27,4,177,2
15,4,1331,21,481,2
15,7,446,6,450,2
45,8,1781,38,152,2
30,3,343,2,87,2
120,8,1997,41,109,2
30,8,1440,29,472,2
15,2,295,73,670,2
45,4,1156,85,543,2
15,8,136,9,26,2
30,3,319,6,215,2
15,1,1221,16,683,2
45,2,672,94,512,2
90,1,1209,17,242,2
30,6,1445,80,446,2
60,1,517,82,622,2
60,1,900,98,118,2
60,1,1577,73,424,2
15,3,764,83,462,2
30,4,986,30,381,2
15,4,1599,43,703,2
15,2,249,14,154,2
15,2,1364,42,667,2
30,7,635,44,228,2
15,1,1268,3,691,2
15,7,181,30,400,2
15,8,270,67,511,2
15,3,515,48,669,2
60,2,961,52,675,2
75,3,41,72,30,2
15,8,1775,47,636,2
15,3,784,61,420,2
15,3,315,59,633,2
15,8,723,40,122,2
75,2,1007,38,81,2
15,2,585,39,715,2
45,7,1898,34,89,2
15,2,1708,7,254,2
15,1,627,66,650,2
105,6,1523,24,569,2
15,3,708,29,180,2
15,3,1772,55,72,2
30,2,250,10,130,2
45,5,640,98,696,2
15,4,913,35,397,2
60,3,7,97,423,2
15,3,240,84,76,2
30,2,850,12,372,2
15,5,973,13,17,2
45,1,607,39,108,2
30,4,43,85,310,2
15,2,809,20,547,2
15,6,581,61,663,2
15,1,1512,89,688,2
120,8,1989,6,589,2
15,4,1407,89,601,2
15,5,544,55,610,2
15,6,1082,48,71,2
75,5,438,59,5,2
30,8,121,31,99,2
15,2,1101,86,317,2
30,8,494,67,97,2
15,1,328,51,426,2
30,8,119,28,190,2
15,6,141,56,612,2
15,4,1396,96,345,2
15,7,1576,51,642,2
15,8,1222,31,664,2
15,5,1543,61,640,2
105,6,1833,22,422,2
75,7,1422,45,498,2
75,6,1105,91,620,2
30,8,424,97,544,2
75,7,752,55,500,2
120,2,1156,40,367,2
15,1,110,62,325,2
60,2,753,67,309,2
45,2,1200,82,221,2
30,6,1218,68,27,2
45,2,189,14,554,2
90,8,262,56,645,2
15,7,1609,69,145,2
15,7,811,3,300,2
15,6,1171,46,481,2
45,7,658,59,469,2
30,5,543,74,445,2
30,2,1810,28,204,2
15,2,265,27,415,2
60,1,74,14,160,2
15,3,1767,68,347,2
15,3,426,41,210,2
75,2,895,7,459,2
15,1,224,87,566,2
30,8,867,11,730,2
15,2,8,75,496,2
60,5,605,7,246,2
15,1,1194,10,525,2
15,7,737,84,71,2
15,5,1840,70,12,2
45,6,846,65,521,2
15,4,644,66,274,2
15,4,366,14,428,2
45,3,192,17,540,2
15,3,1656,95,94,2
30,6,1141,39,77,2
15,4,369,76,7,2
15,8,1801,75,16,2
15,2,1036,99,74,2
90,3,563,50,256,2
15,8,953,89,62,2
75,5,89,37,398,2
60,5,1398,18,652,2
15,5,880,48,145,2
15,1,1317,56,101,2
30,5,477,81,206,2
30,5,806,65,504,2
15,7,1453,10,64,2
15,2,1051,30,563,2
15,1,1049,2,251,2
75,7,1093,81,495,2
30,8,1713,32,658,2
15,3,1014,20,46,2
30,6,735,23,229,2
45,7,1367,88,72,2
30,4,1090,67,79,2
15,7,998,8,712,2
60,6,1439,48,317,2
45,5,246,50,479,2
15,2,1956,40,190,2
30,4,412,95,621,2
15,3,1923,82,25,2
15,6,947,34,518,2
30,5,942,13,128,2
15,8,699,93,78,2
15,7,374,11,61,2
90,5,1635,90,490,2
90,1,1151,5,207,2
75,8,985,71,380,2
60,7,777,87,612,2
45,5,1700,99,198,2
15,3,1484,69,446,2
75,7,1783,59,209,2
75,7,309,13,174,2
45,6,1017,22,468,2
15,5,17,44,135,2
15,4,205,15,6,2
15,3,164,23,303,2
15,5,960,99,679,2
15,8,1920,62,337,2
45,6,1938,40,435,2
15,2,598,63,380,2
15,3,362,60,339,2
60,7,833,50,553,2
60,7,800,55,679,2
15,1,1383,46,222,2
15,3,675,57,370,2
45,3,902,36,727,2
90,1,320,62,342,2
15,5,1973,24,686,2
15,8,1781,32,256,2
30,6,1429,9,536,2
15,4,1811,36,339,2
30,2,1726,3,17,2
60,5,1839,89,243,2
15,7,5457,121,249,2
60,8,2769,147,13,2
15,2,5427,157,310,2
30,6,2732,171,203,2
15,11,3877,163,316,2
30,2,2209,139,80,2
30,9,6624,187,111,2
15,4,2765,171,205,2
75,9,5989,185,79,2
30,2,4635,128,203,2
60,12,3234,142,232,2
30,10,6526,154,267,2
45,5,2252,149,24,2
15,9,5167,152,176,2
120,7,6644,148,190,2
15,5,3766,160,327,2
60,1,6316,100,44,2
15,9,2022,180,300,2
15,2,4540,119,80,2
30,15,6051,111,39,2
15,11,4454,130,139,2
60,1,4835,137,356,2
15,4,2336,156,300,2
15,11,5658,129,190,2
15,3,6113,137,183,2
15,7,3619,131,241,2
60,8,2539,156,5,2
60,14,2789,129,7,2
30,14,6684,168,228,2
30,8,6862,107,292,2
15,4,2645,131,145,2
75,12,4732,149,276,2
15,14,3746,159,299,2
60,10,5807,171,352,2
60,7,5497,109,235,2
120,4,3625,150,161,2
15,9,4517,164,180,2
15,9,5475,192,199,2
15,15,4752,198,19,2
60,15,5179,153,46,2
30,3,2408,117,335,2
15,2,4753,170,298,2
30,12,3697,104,15,2
45,4,3664,105,23,2
15,10,3057,117,143,2
15,3,6926,194,188,2
30,1,6351,149,71,2
15,4,3186,112,159,2
15,9,6008,135,10,2
15,6,2935,173,329,2
15,7,6090,173,273,2
75,4,3968,190,35,2
15,16,2376,123,13,2
15,8,4126,107,19,2
15,13,2946,164,351,2
90,8,3307,191,297,2
15,5,6367,143,198,2
15,7,5003,164,27,2
15,3,5776,199,331,2
15,6,4360,144,211,2
30,11,2928,130,184,2
15,4,5679,105,86,2
30,11,4698,126,154,2
15,9,5481,125,351,2
15,1,2831,134,3,2
90,14,5973,127,291,2
15,10,5114,137,283,2
105,16,4858,132,118,2
15,1,5295,187,22,2
15,5,2442,154,328,2
75,2,6425,182,256,2
30,7,4427,166,188,2
15,9,4963,181,126,2
30,2,3963,191,311,2
15,1,2131,138,323,2
90,11,5410,106,365,2
45,2,3616,182,201,2
30,12,4467,179,38,2
30,2,3751,114,329,2
75,13,3366,134,207,2
45,4,2517,176,209,2
15,4,2022,181,154,2
30,3,5599,125,21,2
15,11,5319,190,339,2
15,14,4165,138,17,2
15,8,2510,182,26,2
60,13,4392,193,62,2
15,10,4772,199,188,2
15,11,4850,191,268,2
15,9,3731,165,219,2
15,1,3155,157,168,2
15,9,3655,161,53,2
45,9,4120,125,179,2
30,10,6327,194,33,2
15,11,2489,102,167,2
30,12,4720,123,96,2
15,9,2342,153,210,2
45,5,5095,128,40,2
15,14,5678,140,215,2
90,1,6043,195,121,2
15,12,2726,145,172,2
30,1,5641,200,356,2
60,12,6205,184,234,2
45,16,3922,101,263,2
15,12,4095,156,31,2
15,12,4362,113,330,2
75,2,3405,136,210,2
30,14,3695,181,329,2
15,11,4652,126,359,2
15,12,4912,189,22,2
15,10,3384,168,283,2
15,12,3428,153,151,2
45,4,3992,149,17,2
15,1,2690,136,145,2
30,3,6454,120,209,2
30,15,3991,177,85,2
15,4,3748,103,326,2
15,16,3752,102,15,2
30,6,4321,185,114,2
45,2,6929,126,200,2
120,16,6424,112,364,2
75,9,6577,133,178,2
15,11,6330,167,111,2
90,16,4330,137,255,2
15,13,6656,135,297,2
45,15,6380,194,300,2
75,10,5144,162,308,2
45,15,4924,137,49,2
30,3,2769,162,3,2
45,13,3635,197,194,2
15,7,5480,179,292,2
15,1,2968,182,203,2
15,12,5057,134,113,2
60,8,4104,124,208,2
45,2,2377,130,237,2
120,12,6523,124,262,2
30,7,6460,198,63,2
15,7,3710,110,284,2
15,3,4551,110,356,2
15,10,2448,147,96,2
60,1,2334,151,161,2
45,3,4551,139,312,2
120,4,4560,188,228,2
15,7,6177,196,189,2
120,5,3180,151,91,2
30,3,2289,132,303,2
45,2,6037,137,349,2
15,7,2921,150,348,2
15,1,6345,150,285,2
15,10,4408,199,245,2
45,7,3111,113,242,2
60,12,5482,153,211,2
75,12,5305,200,259,2
120,7,6917,182,288,2
90,8,2251,186,115,2
60,2,4674,130,204,2
120,13,2617,127,3,2
15,8,2264,196,196,2
30,11,4764,196,45,2
15,12,5862,114,360,2
30,11,3027,118,171,2
30,8,2326,151,175,2
30,10,2511,137,364,2
30,2,5170,180,62,2
15,16,3484,121,163,2
15,3,6495,148,35,2
15,14,4174,183,294,2
15,15,2598,123,283,2
45,4,3177,109,206,2
15,11,4911,154,211,2
30,2,3176,117,113,2
15,4,3745,121,93,2
45,10,4009,172,76,2
15,2,3038,153,340,2
15,7,3597,133,220,2
15,13,4419,163,217,2
30,10,2596,108,81,2
15,14,5511,139,69,2
15,2,4735,121,84,2
15,1,4719,144,281,2
15,10,6303,141,192,2
15,21,8364,282,493,2
120,22,9084,325,689,2
30,6,8760,317,652,2
45,14,8935,270,467,2
15,12,8413,341,534,2
15,14,8203,316,497,2
60,22,7192,264,646,2
15,20,7275,346,534,2
45,6,7989,324,377,2
15,22,7036,350,697,2
30,23,7704,222,511,2
15,3,10000,252,428,2
15,17,8318,260,605,2
30,12,7027,247,615,2
90,23,8951,313,699,2
15,3,7418,290,691,2
60,15,9310,206,392,2
15,19,8660,236,461,2
15,19,7707,230,560,2
15,16,9439,342,613,2
15,21,9149,267,616,2
15,1,7145,201,596,2
75,20,8895,251,508,2
30,16,8390,272,461,2
60,18,7311,242,384,2
60,15,7741,319,618,2
30,20,9518,317,366,2
15,23,9033,231,505,2
15,15,9387,291,474,2
15,12,9052,302,531,2
30,14,9656,303,526,2
15,15,8682,219,643,2
15,5,7488,345,560,2
15,6,8020,223,489,2
15,13,9184,324,440,2
15,20,9427,223,639,2
15,6,9542,222,711,2
30,11,8060,243,559,2
30,1,7071,244,714,2
75,20,9895,320,455,2
30,6,9437,238,394,2
15,3,8574,252,454,2
15,2,9334,245,652,2
15,16,8867,322,730,2
15,16,8072,311,695,2
45,21,7019,201,681,2
15,4,8193,256,429,2
15,23,8268,314,511,2
15,13,7508,308,514,2
45,7,8811,254,528,2
15,5,8211,301,696,2
15,20,9579,325,550,2
90,1,8735,293,600,2
15,17,8557,265,464,2
45,20,7987,234,427,2
30,8,9066,340,574,2
15,11,8912,262,589,2
30,2,7056,346,589,2
30,19,7963,281,471,2
30,11,8582,275,425,2
15,14,7529,286,725,2
15,1,9764,205,531,2
30,9,9820,342,441,2
90,15,7625,348,492,2
120,22,8392,286,522,2
120,21,7105,260,491,2
30,14,8690,324,387,2
60,11,8645,274,508,2
15,1,7379,329,491,2
15,17,7988,315,551,2
15,6,8955,341,430,2
15,8,7992,335,494,2
15,5,9859,271,438,2
105,16,8490,202,393,2
15,16,8876,239,372,2
45,15,7259,285,525,2
15,16,7060,212,582,2
15,6,8337,239,535,2
15,17,9136,324,725,2
15,13,8255,219,714,2
120,6,9626,324,551,2
30,8,7995,224,492,2
75,21,9715,232,589,2
30,10,9470,242,492,2
15,21,9049,278,680,2
15,6,8688,273,601,2
90,21,8875,299,498,2
120,17,7989,340,720,2
15,7,9370,244,433,2
15,18,9244,345,506,2
45,23,9467,263,655,2
15,7,8988,255,557,2
30,14,9022,232,371,2
105,8,8218,316,697,2
30,13,7114,308,585,2
90,4,7500,246,692,2
45,13,7645,235,505,2
30,12,9160,229,467,2
30,4,9819,311,366,2
15,20,7431,323,395,2
75,21,9690,203,674,2
15,5,8431,289,604,2
15,4,9798,281,634,2
15,15,7658,335,597,2
90,16,8037,259,379,2
15,23,9255,327,475,2
60,19,8904,249,534,2
15,17,7030,225,402,2
30,17,7780,206,665,2
105,4,9849,311,645,2
15,3,7797,236,704,2
90,17,9706,232,383,2
45,18,7458,277,651,2
30,3,9567,209,501,2
15,6,9792,226,638,2
15,12,9301,205,419,2
90,8,8497,312,373,2
60,8,7309,211,419,2
30,14,7392,338,664,2
120,19,7848,254,526,2
30,21,7626,271,400,2
60,4,9461,217,704,2
45,22,8573,257,677,2
15,12,7934,249,680,2
15,13,7960,295,657,2
15,12,7511,270,411,2
15,23,9723,288,726,2
15,8,7769,333,497,2
15,9,7920,202,501,2
45,23,8343,270,534,2
60,5,7880,216,523,2
30,6,9228,270,409,2
15,7,9996,341,709,2
30,10,8760,285,639,2
30,8,8541,226,537,2
15,14,8341,266,636,2
60,8,9795,254,421,2
30,9,8268,293,708,2
15,6,8496,263,636,2
15,19,7149,320,479,2
15,11,8036,281,573,2
15,20,7085,349,671,2
15,3,7706,211,426,2
15,3,9157,212,415,2
30,21,7008,219,549,2
15,10,8244,285,534,2
30,19,9040,297,724,2
30,17,9917,333,574,2
15,10,7674,206,651,2
15,11,8179,265,676,2
90,11,8897,281,465,2
30,16,7307,231,584,2
30,19,7715,311,669,2
15,17,7543,202,601,2
15,9,7402,272,518,2
60,6,8486,284,646,2
30,7,7120,260,668,2
15,15,9090,244,611,2
15,15,7949,313,551,2
15,7,8963,290,509,2
15,13,7740,239,530,2
15,7,8020,252,426,2
45,11,9809,294,571,2
15,9,7096,227,717,2
15,6,8730,299,408,2
75,6,7523,330,709,2
15,7,8593,247,383,2
15,18,7396,331,685,2
30,6,9916,323,560,2
15,2,7072,330,702,2
15,1,7680,343,415,2
15,14,7435,308,549,2
30,8,8528,336,601,2
15,15,7624,283,544,2
15,5,7782,265,730,2
60,21,9574,330,469,2
90,13,8258,290,465,2
60,23,8682,283,536,2
45,14,7657,284,408,2
15,5,295,42,724,2
120,2,478,98,68,2
45,5,447,30,5,2
15,2,1762,98,711,2
75,7,1912,45,408,2
15,7,1831,72,30,2
15,3,44,72,447,2
45,5,1281,3,672,2
30,4,1290,17,540,2
30,6,438,97,414,2
15,7,1092,63,440,2
30,5,46,67,412,2
75,5,692,65,66,2
15,5,249,12,661,2
15,3,1910,66,160,2
45,3,1796,60,443,2
120,8,178,95,554,2
105,2,1514,3,180,2
15,7,15,35,569,2
45,5,1343,24,11,2
45,6,582,67,463,2
15,8,1918,7,241,2
90,7,1979,92,25,2
15,2,639,100,97,2
30,6,968,10,242,2
30,8,559,90,484,2
15,8,234,31,671,2
60,8,553,53,569,2
90,7,1559,49,591,2
15,1,556,36,185,2
15,2,1832,93,200,2
15,6,1278,87,460,2
30,6,1099,49,660,2
15,6,1273,73,40,2
75,8,1409,41,158,2
30,2,699,78,675,2
15,4,91,43,272,2
15,2,1667,7,342,2
15,4,1472,41,563,2
15,2,1865,18,636,2
75,3,1663,13,634,2
60,6,1870,100,58,2
15,2,1845,45,150,2
30,6,504,83,365,2
120,7,1202,33,669,2
30,2,997,83,561,2
60,3,556,27,256,2
45,3,237,88,703,2
60,6,1692,53,682,2
15,8,600,95,664,2
15,8,34,37,42,2
30,7,657,40,534,2
15,7,1852,60,470,2
15,1,421,52,58,2
60,8,466,68,95,2
105,1,1355,51,642,2
15,2,1994,77,270,2
15,1,1962,14,612,2
45,5,308,74,173,2
75,5,992,70,8,2
45,7,1687,86,253,2
30,5,442,2,116,2
30,7,946,73,334,2
15,6,515,16,457,2
30,6,1851,8,522,2
30,3,15,58,148,2
15,1,1230,95,428,2
15,7,772,74,446,2
60,1,101,71,179,2
45,7,1573,3,343,2
30,8,1553,16,640,2
45,1,1322,97,308,2
15,4,1860,72,215,2
120,5,1145,5,268,2
120,7,1076,80,651,2
60,1,226,43,720,2
15,2,85,20,64,2
15,3,826,5,197,2
15,5,716,30,345,2
60,3,1214,7,474,2
15,3,625,13,612,2
90,6,1350,63,547,2
15,4,1946,84,521,2
15,1,465,44,458,2
60,2,1152,16,495,2
15,4,1760,62,41,2
60,8,1581,80,452,2
15,6,338,21,430,2
15,8,636,31,154,2
105,2,1035,71,592,2
15,1,746,42,337,2
45,6,771,49,524,2
90,3,1671,9,613,2
60,6,194,73,94,2
60,6,155,18,541,2
30,6,1601,30,583,2
105,8,1270,47,619,2
60,3,1026,94,382,2
15,5,1514,13,680,2
30,5,1899,29,383,2
45,5,1452,49,367,2
30,3,1981,80,718,2
15,3,1896,47,135,2
15,5,845,88,576,2
30,2,634,86,323,2
15,1,1391,96,413,2
15,5,956,85,562,2
15,6,245,16,105,2
75,5,1298,26,212,2
75,4,1060,91,416,2
30,6,780,59,397,2
15,8,825,69,635,2
75,1,252,97,715,2
60,1,1370,66,358,2
15,5,609,92,677,2
30,5,1016,34,337,2
120,6,528,46,381,2
15,4,1363,48,217,2
15,2,1031,28,264,2
60,8,387,52,477,2
15,1,569,98,489,2
30,8,690,21,671,2
15,1,1453,82,679,2
15,2,1408,90,584,2
60,7,1615,69,611,2
75,8,807,80,667,2
30,6,116,40,242,2
60,8,1889,50,613,2
15,8,1159,64,634,2
60,4,1888,77,275,2
30,1,1005,44,623,2
30,1,1299,40,69,2
15,6,1134,50,284,2
45,6,1702,15,238,2
15,5,1733,60,438,2
45,3,313,49,168,2
120,7,444,66,79,2
45,3,1476,41,606,2
15,4,1597,41,236,2
60,8,1963,18,28,2
45,2,1282,15,205,2
15,1,1134,40,601,2
15,3,770,45,368,2
15,8,578,43,310,2
15,5,742,76,213,2
60,6,908,42,622,2
30,1,1423,58,574,2
15,8,1782,44,709,2
30,1,979,71,441,2
30,1,1275,47,412,2
30,6,949,23,478,2
15,7,1346,94,563,2
30,2,567,50,158,2
75,7,1649,90,191,2
15,2,77,45,173,2
90,7,633,60,278,2
15,6,874,97,326,2
30,6,421,53,358,2
15,3,560,19,507,2
15,2,1339,37,404,2
30,1,558,19,475,2
45,7,1314,94,64,2
60,5,1545,9,425,2
30,8,90,63,8,2
75,1,1442,11,330,2
15,2,103,58,432,2
15,7,955,21,334,2
15,8,1559,87,12,2
15,3,543,7,668,2
60,1,1660,88,484,2
15,2,148,25,167,2
15,7,1601,20,23,2
30,1,602,74,284,2
30,8,535,45,277,2
60,3,1585,12,352,2
30,5,813,23,614,2
45,2,999,84,708,2
75,2,5368,152,8,2
30,5,4888,125,302,2
60,9,5410,134,358,2
15,6,5330,197,275,2
30,7,4229,178,311,2
30,11,5775,184,44,2
30,15,5499,178,283,2
15,9,6939,103,214,2
45,15,2284,157,275,2
15,8,6744,180,360,2
45,12,4474,155,21,2
45,4,4771,141,255,2
15,11,3281,103,286,2
15,11,2182,122,205,2
15,1,5750,166,92,2
75,7,4262,147,66,2
75,11,6268,110,215,2
15,10,6473,176,103,2
90,10,5256,143,229,2
30,1,3103,162,148,2
30,9,4960,125,233,2
45,6,3708,191,144,2
15,6,2380,161,23,2
15,9,6651,173,324,2
15,14,3158,117,286,2
60,10,6791,142,55,2
60,13,6616,114,65,2
15,11,5452,187,104,2
120,13,4899,147,213,2
45,10,4159,171,2,2
15,12,6793,199,67,2
60,3,5951,197,172,2
30,1,3466,115,26,2
90,12,6985,158,348,2
45,15,2266,138,347,2
120,11,6397,101,271,2
30,5,4352,101,315,2
15,16,4564,197,334,2
30,7,5989,171,119,2
45,16,6995,192,256,2
60,3,5854,131,44,2
60,10,4237,189,3,2
15,9,6071,166,96,2
15,7,3879,140,71,2
30,6,2776,186,364,2
15,12,3016,192,155,2
15,11,6666,151,156,2
15,15,3041,124,190,2
15,15,6096,174,136,2
15,13,5866,193,243,2
60,7,3333,183,125,2
30,12,3551,182,179,2
30,11,2607,183,157,2
15,16,5645,170,165,2
15,5,4719,106,291,2
15,1,3160,108,86,2
30,11,3081,168,193,2
30,1,4038,130,349,2
60,16,3131,101,246,2
90,6,4818,115,72,2
15,7,2910,199,225,2
90,7,3954,144,91,2
45,9,6852,167,144,2
60,1,2680,192,232,2
15,4,3535,155,14,2
90,10,5214,128,178,2
15,5,4550,126,189,2
75,3,2398,102,32,2
15,6,5505,102,106,2
15,13,3986,157,257,2
60,6,4387,187,157,2
60,7,6719,123,70,2
15,11,3539,189,86,2
30,5,5578,106,310,2
15,4,2675,116,196,2
15,7,2600,112,260,2
30,8,2758,156,182,2
120,6,4408,136,24,2
15,12,6635,167,145,2
30,13,5628,102,327,2
30,5,3379,161,100,2
60,4,6784,140,75,2
15,4,3250,198,309,2
30,2,4335,178,57,2
15,8,5582,145,279,2
15,16,2031,147,7,2
15,4,6587,151,107,2
60,6,3093,138,359,2
15,10,2935,122,96,2
30,11,3277,178,192,2
15,3,5018,164,356,2
45,3,6777,169,343,2
15,9,4870,130,315,2
15,2,2636,169,110,2
45,5,4307,104,10,2
30,1,6496,134,228,2
15,15,6189,183,157,2
90,5,6403,134,142,2
45,14,3867,119,107,2
120,2,2705,167,22,2
45,12,5694,147,125,2
30,9,3478,167,11,2
45,3,2108,122,314,2
15,11,2607,113,71,2
15,7,4680,136,48,2
15,8,6981,160,274,2
75,8,3196,117,212,2
30,9,6041,105,8,2
15,6,4240,131,8,2
15,11,5008,176,351,2
60,15,2943,166,300,2
15,5,5667,176,271,2
15,10,6744,148,63,2
15,16,4964,188,330,2
15,8,2891,169,206,2
45,1,5942,139,115,2
30,13,4590,169,207,2
60,3,4227,152,221,2
15,5,4144,184,281,2
15,14,6512,134,311,2
75,10,6747,144,28,2
15,3,3214,180,21,2
15,5,4025,167,212,2
45,11,2663,126,12,2
45,13,6508,128,85,2
105,13,4419,139,43,2
15,9,5325,125,76,2
15,3,6317,151,334,2
90,8,3132,100,76,2
15,2,3401,133,347,2
30,2,4772,194,98,2
15,8,6463,129,247,2
15,16,5962,199,136,2
15,11,2898,117,302,2
15,9,4044,159,16,2
15,14,5103,101,118,2
30,2,5068,157,218,2
60,4,2370,187,33,2
15,4,2982,170,65,2
30,5,4009,168,184,2
15,5,4570,163,113,2
15,12,5097,176,30,2
120,11,4162,162,52,2
45,8,2735,152,362,2
15,15,5573,106,203,2
45,12,6935,153,232,2
15,13,4155,112,315,2
60,2,6237,136,258,2
45,13,4975,142,188,2
120,12,2353,163,103,2
60,15,5435,176,143,2
15,1,5770,190,41,2
45,7,4349,143,93,2
15,13,5674,188,169,2
15,10,2690,139,311,2
30,1,2911,146,3,2
45,12,2274,165,335,2
30,9,5515,198,355,2
30,13,5465,154,59,2
45,4,5676,114,347,2
60,3,5849,191,133,2
30,3,2548,144,101,2
30,1,2392,184,285,2
15,7,2612,176,221,2
15,5,2782,147,222,2
15,9,5151,164,273,2
15,9,6367,199,291,2
15,1,6592,123,75,2
30,9,4847,131,149,2
15,7,6147,189,85,2
15,10,2501,142,61,2
45,11,4128,188,58,2
15,12,6723,176,273,2
15,12,4068,186,74,2
120,10,5680,157,284,2
15,10,4781,156,205,2
30,6,4160,153,131,2
15,12,9798,215,470,2
45,4,9108,296,617,2
45,14,9547,287,576,2
120,19,7874,214,620,2
30,20,8691,284,671,2
15,21,7530,228,597,2
15,12,9443,262,642,2
15,5,7429,293,532,2
30,10,9890,344,694,2
30,21,7949,234,413,2
60,17,8705,273,656,2
30,8,7369,227,449,2
30,17,7623,334,699,2
30,15,7944,252,397,2
60,19,7453,228,481,2
15,13,7429,257,710,2
45,19,8188,325,535,2
15,14,7748,216,700,2
45,22,9813,350,557,2
75,23,9266,261,676,2
60,8,9782,309,529,2
15,9,9948,248,656,2
30,11,9299,218,520,2
15,16,7984,230,382,2
30,21,8740,311,535,2
15,21,8117,234,454,2
30,4,8024,243,398,2
15,11,9064,308,602,2
15,12,7453,201,602,2
30,10,7861,272,688,2
30,10,7565,313,679,2
15,2,9551,346,487,2
15,8,9997,316,428,2
120,16,7327,257,459,2
15,20,8230,257,553,2
15,17,9727,257,467,2
15,10,8421,286,627,2
45,18,9933,230,621,2
30,15,9258,301,583,2
15,13,7338,252,446,2
15,18,9726,210,592,2
15,23,9981,307,433,2
15,4,9632,299,657,2
60,22,8896,254,628,2
15,10,9802,232,587,2
15,3,8019,281,496,2
60,2,7741,231,706,2
15,7,7452,292,686,2
15,9,7025,263,562,2
15,13,7522,283,510,2
15,2,7426,287,461,2
30,21,9898,244,474,2
120,7,9339,343,472,2
15,4,8056,207,617,2
15,16,9411,280,648,2
15,2,8835,293,534,2
