INVOICE_LINE_ID,INVOICE_LINE_QUANTITY,ASSIGNED_USER_TK,BILLING_ACCOUNT_TK,INVOICE_LINE_DISCOUNT_VALUE,INVOICE_LINE_DISCOUNT_TYPE,PRODUCT_TK,INVOICE_LINE_LIST_PRICE_AMOUNT,INVOICE_TK
0BD173F9-BCF7-B41A-B2A1-854F8F6E71FB,38,9,93,10,Pct,128,1.37,108
206766ED-C86B-C445-709A-06C2FF3BAE96,86,10,27,0,Pct,722,2.45,163
D1906E3C-F4E9-8F98-D510-DEE6DF8B49D7,32,4,50,13,Amt,705,4.78,35
8B4DE24F-7CED-0535-7C25-94E494687F34,51,18,37,10,Pct,717,2.62,123
CB7167AF-BBBB-EF16-28D6-CB52AD1CAB0D,57,7,17,8,Pct,46,1.76,266
B7FD9A7B-47FC-8694-1F50-BC63C6AE8D11,18,16,57,6,Amt,634,2.33,107
4AE7D672-A3B6-6E9F-7D95-AF86C5DE51DA,61,11,88,16,Pct,1431,3.15,196
C809CAC6-8426-2770-9654-5B5486C47465,45,5,79,5,Amt,1321,4.94,198
0018E02B-DB2C-EA05-BF87-7ED6E7890641,79,11,6,16,Pct,1445,3.86,75
C6ABEB88-85E7-BD72-E53C-250630F85E67,44,5,58,18,Pct,828,2.15,157
AF29BDB2-6A05-A9D7-26EF-DB24A2996170,10,4,1,14,Amt,37,4.92,211
78DCC2DA-1703-FD84-B63A-109313A956A6,70,7,84,7,Amt,974,1.84,239
63F2E449-BBD2-39EF-60CD-6614D5C05616,28,6,36,3,Amt,270,4.18,60
BDBD2996-29E9-6F4A-EA3B-F18116AC4449,23,13,61,6,Pct,1436,1.87,141
E07621A2-07FB-2708-C016-B498B0C86600,7,19,93,19,Pct,1265,1.96,44
DBF69DA4-5378-9BA3-79D4-2D3D2595A23A,74,13,16,5,Pct,170,2.24,106
C4F0478B-C09A-60CF-135C-4B5E6BF5DF95,86,19,86,16,Pct,1394,1.38,83
84FE558B-31C2-DCE6-B2E3-D1FC5FD8DBE9,5,13,7,18,Amt,1277,4.47,141
93D74DF1-AED6-C237-5464-347D235C0D58,88,4,40,13,Pct,1305,4.62,16
8EF76CA8-8E3D-31DF-FB76-D24947673D77,61,11,46,8,Amt,993,2.85,239
5265C086-F441-33D5-A92A-4C6636F609CE,93,12,50,4,Amt,809,2.40,97
1C2F82F2-4F27-8861-7561-2CEBD95E8DB8,2,20,49,15,Pct,512,1.87,61
57F1A5C3-C70B-9E41-84C5-7046BA027594,72,11,3,3,Amt,1095,2.23,14
36FFF73E-916E-A16A-3B09-CA827876E774,88,20,98,13,Amt,95,2.77,108
FF62FF3D-1CE6-B6DD-0A92-436B94A76338,69,15,96,9,Amt,754,3.41,70
5E6948F6-7465-157A-FDC3-00C235158787,35,10,61,4,Amt,672,4.01,233
0684B4E4-DACA-46D2-1539-62DBF669E236,98,16,36,15,Pct,950,1.58,294
C2FB11AD-A020-C9C0-D5BF-F8F51D759C0D,6,2,31,10,Amt,466,4.42,191
C8A6CE4B-3BEF-65BF-A10E-E4A063E374EB,47,5,43,14,Amt,197,4.09,167
BB3262BD-A8C3-77B5-1FAC-0F0E65946AC6,36,20,23,2,Amt,779,3.03,170
248ABF76-A4C9-40EA-6031-867945E318A5,89,3,63,9,Amt,888,2.80,113
96ADB73E-22C0-7A62-0283-27D52C252D06,84,8,22,18,Amt,1141,4.57,26
1F753786-A714-1BAF-B515-58BCAF3B9B79,91,11,28,13,Pct,1366,1.62,230
E4873217-B2D7-EF6E-3CA7-CC783D5096A3,8,20,4,3,Pct,558,3.10,235
3E0A6BE0-AB81-8C83-6540-EAD6F20DC5AD,24,18,37,10,Pct,442,4.57,121
2A8EE9B7-0A08-992A-3D12-F16499525BC8,97,5,66,13,Amt,1538,4.03,294
4154524B-DCED-8D27-C750-0D5C3D7C2485,62,9,3,1,Amt,1551,3.11,172
547BBF6F-D701-3DAA-E4DA-04B5150F4B67,26,19,59,7,Pct,409,4.51,65
72B63B70-D95F-FA66-FBCC-547F0213D6E1,65,16,80,1,Pct,796,4.85,39
BFD209F1-46FB-CE48-E11C-0F3F242196D1,15,8,12,5,Pct,185,4.97,228
B130B0CA-81DB-BA06-1B4D-4AD293AC2BEA,63,17,92,16,Pct,589,1.27,149
63A24943-A77B-76F1-8E0D-153906E08301,38,8,45,8,Amt,606,1.18,24
9B3AC87F-E0E6-D2E9-1FE9-7699BBF83CE1,2,6,47,6,Amt,238,1.97,140
9C016384-43D3-C5C7-9C54-E71EE698C350,84,2,5,16,Pct,908,1.47,132
E5603FAB-7DB6-61CE-F83F-D6E38BAF4050,41,4,40,8,Amt,672,1.03,180
433ED863-89A1-5F92-2E5B-23795E7D845E,41,18,45,20,Pct,1458,1.15,240
022D2DA8-C34F-2A25-DE28-20CD5C422339,6,8,88,6,Pct,340,2.55,151
BF343E56-4527-AB7E-26D8-E27F22A32099,68,12,42,6,Pct,1012,2.79,100
B626987A-919D-4F33-68CE-D7CDC21B5996,29,6,60,3,Amt,969,4.98,183
03118F27-87D6-E02C-F869-141B96DF1521,61,20,89,20,Amt,1374,1.79,246
B2DAB8CE-E933-AA69-7D74-29957C4BDE0B,74,19,6,2,Amt,1320,2.65,68
708215B6-52D6-DCB2-BA24-4EDE696B4853,41,2,8,9,Amt,839,4.59,140
472DE57E-FBA9-4C72-1837-43420CD46432,21,14,25,18,Pct,339,4.84,299
D58C9EF1-FA7D-C0AC-3216-34CFCB887A4A,32,11,80,8,Amt,939,3.84,31
791CA0AF-9E2A-95E6-501B-B2E30A59A6F4,5,1,17,19,Pct,1241,3.81,80
C9AD90B3-87A8-FF78-C8E6-264E185EE555,17,16,55,20,Amt,428,4.21,20
4FC40648-185E-AC98-4820-C67C122B3305,76,8,39,4,Pct,697,2.90,72
14AE76DA-4231-F8A5-E72C-1E6F88ECABAB,97,3,65,6,Amt,1549,4.60,300
EAE0894C-250D-07B6-C1F5-798F2295F8B2,97,9,6,16,Amt,1338,3.85,248
949BDC00-5421-0A0B-13FE-30BB8B8ACBA7,39,11,66,6,Pct,1137,2.63,175
8010A05F-C47E-D612-9295-B1B951A79185,65,5,90,19,Amt,336,2.16,294
B2A3EE68-786E-E000-B9B5-53A674785E65,10,17,15,7,Amt,314,4.98,283
CC10E2C7-C41F-145E-14C1-BA5717C28B20,17,15,26,5,Amt,1320,4.35,89
E4965A10-D641-883A-BCDC-85008AFA0505,87,19,46,16,Amt,494,2.56,211
34EBF68C-3BA8-5D0B-0C44-FA17564DBAB2,3,13,84,9,Amt,687,1.27,238
22E1AE6A-EE07-CEB3-BB64-C8A77BBA9FA1,57,3,9,10,Pct,830,1.01,64
96F9AF8C-1558-1232-1D84-592EFB4FC040,85,18,54,12,Pct,912,1.22,253
D233334E-B158-4921-3520-012F1ED88AD3,83,13,29,14,Amt,1096,1.59,140
4D9AF070-CAD2-6EC8-8B97-0DBE2C88AECD,98,12,31,7,Amt,1428,3.59,292
59272592-7A59-5A9B-AB7A-A2A68F752978,46,1,47,4,Pct,941,4.29,212
11BF14DA-29C8-B61A-17D1-48EC851DF4A7,79,9,78,17,Amt,455,4.52,2
15A21A99-3173-53EA-DF90-D1417DBCB336,70,5,12,11,Pct,1480,4.70,227
28168E91-F0EB-9A0E-2A98-164D998B8876,59,6,95,6,Pct,1502,4.06,227
F24F8615-ED33-980B-45A7-9BD72C9452CE,84,8,66,7,Amt,1332,4.18,111
E40EB67B-C3C1-C361-E64F-2FE3C0A8C222,22,12,70,6,Pct,597,2.12,207
2F5EF560-4E07-A211-B7AC-BAB5A4D96AB4,10,6,63,20,Amt,1520,2.15,259
DA5EA383-AA9E-2F0B-8372-8DB696CC207C,78,15,63,1,Amt,1531,1.83,33
8F4AE70B-0C32-0187-B9C3-349EAD2C1EAE,24,3,10,15,Amt,544,2.45,216
E666CA2B-9519-9AA9-9AC9-F698B4D5ABCE,89,11,59,5,Pct,1205,4.90,120
1581720C-2C48-EFA0-9582-8FFBAEB08DAA,19,17,68,13,Amt,552,3.26,289
2A5E30BC-DD0E-1A48-F036-36647AA38F45,44,17,55,2,Pct,523,4.06,77
68DDC0A4-4CD2-AEB3-EFF0-18B6E9E8F94D,40,14,47,8,Amt,1214,4.94,21
97B47700-6737-F4FD-D851-F9820CC27A89,25,16,6,19,Pct,202,4.35,86
6836BD6A-FACE-2DC4-24DF-7AAB1EA2077E,76,13,76,4,Pct,1359,1.11,194
A0A222DC-8152-196A-1514-68A6747AC621,63,2,23,17,Amt,628,1.11,255
24CB9265-6909-A214-B133-651A29AB27F0,100,2,54,19,Pct,1444,4.99,135
D73D975F-CFA4-83B5-90D4-80FC60CB9FAF,38,18,69,7,Pct,670,3.41,241
4A787052-1F78-4072-1E6F-9679D6A6347E,4,11,51,15,Pct,831,1.81,93
50401191-7E73-AEBE-461B-621DEEDD3F8B,31,2,66,16,Amt,1095,1.20,200
C39871C6-DBEF-DBFB-B712-8138CE851D70,100,16,92,5,Pct,1109,4.43,273
A6A47982-2A17-27EA-DD4B-490DEB70089B,45,13,71,1,Pct,1499,4.58,89
62863441-22EC-3982-813C-D7D6A2BECC25,65,7,82,6,Pct,1194,4.84,17
59D46E2F-5C5B-683D-6000-53933F663D93,41,2,27,5,Amt,210,1.30,298
A09E71BA-8E50-0D40-6F0B-C8D50245E5A2,5,4,83,3,Pct,361,2.27,34
5087AFC5-FDA9-FA1D-43F0-566C75F8087E,67,17,52,16,Pct,1284,3.50,146
D1C7EBA1-EBB5-64EE-E33B-9DAA8CA2D1B8,58,4,41,12,Pct,1176,2.60,40
988B53E1-A121-FDFE-55C3-F9208E729216,39,15,10,19,Pct,969,1.36,218
357AC069-6B83-6928-78AB-D93B519BE9F2,87,8,20,10,Pct,92,4.30,19
1985BB9C-1EAB-4F28-8A0D-8BDE15968245,18,7,13,19,Pct,1112,2.41,54
C94E1921-294E-E462-8E71-DDAE35B08DA5,46,14,50,2,Pct,291,2.91,134
DB1030A8-B659-41C7-F5AB-EFFC8E80D01D,19,16,13,17,Amt,1470,3.77,193
46796C9C-081E-F99A-109D-25120DC31BF0,84,5,78,4,Amt,283,1.43,284
BCA08251-FD9B-918E-28FF-2667983BFB94,45,7,30,17,Pct,808,4.12,29
29FA282D-0149-CD25-EE74-6F2715AB5334,32,4,76,4,Amt,1108,2.40,77
4E37A64E-1C60-315A-2444-D09D0F47350D,79,16,40,10,Amt,307,1.95,25
F4577B3C-5146-D825-59AF-850592FAC5B5,30,14,74,2,Amt,436,3.79,270
26D25FC9-8C79-519F-0037-A31BBA81E5AA,42,15,15,9,Pct,1490,4.91,140
61BDD830-9670-9BE3-2556-5B10B7D14888,94,15,10,15,Pct,944,2.30,226
03652D24-82DD-A5D7-965F-FB09E5D96A97,69,14,98,15,Pct,1249,3.29,165
7AF28BC5-E1C6-3DE3-7542-945086DF259E,11,13,68,9,Pct,569,3.00,103
8371EED9-5BB3-5E93-4325-070F7E84BD3B,47,15,79,18,Pct,173,2.40,175
7874DDF6-B717-4E4B-FDCF-FFB041101468,79,6,72,1,Amt,502,4.52,266
0AF0FF53-C9AB-0096-DD4B-1942658C0225,75,1,50,18,Pct,221,4.64,240
6137CDEB-A227-FF6C-B33B-FED96F07F33E,14,16,8,17,Pct,645,3.05,257
E64416C4-1E2B-9909-E75D-E61BBA9C2669,80,4,42,12,Amt,283,2.37,204
58FEB853-6BB9-277A-412B-DB2BD5BC409A,76,19,17,12,Pct,1297,2.85,11
7076284A-9C1E-3E1E-8300-897DF844E22D,94,17,21,0,Amt,48,4.35,138
5A080AA2-029F-503F-127A-F9E7E0FDF5C8,44,15,92,1,Amt,132,1.76,67
8ABB3D38-EB00-C7AD-5B7A-CCF960160D7D,73,4,4,11,Pct,278,4.93,229
EEEF6298-801D-B4C1-66F9-E94BA4207BBE,2,1,63,12,Pct,474,1.87,131
9E1C759D-76A4-4A63-CFC2-D764F92CEDFB,98,4,81,3,Pct,246,4.33,134
014A8F1D-90AB-BB2D-F4FB-47857506AED8,64,12,2,8,Pct,603,2.72,278
2BC7B87E-D7C6-E2D7-A2A9-80A87C0CBAD1,14,4,65,13,Amt,172,2.15,34
01F8968D-A9E2-BED1-0D6C-550C7EA570AE,58,6,78,13,Amt,850,4.45,264
2BBC55B4-7AD8-A0E5-63B5-9D25A4FFABFB,37,12,61,6,Pct,1106,2.22,161
EB3B1CC3-A567-CCC4-2E4C-514CDB77B78C,73,4,62,15,Pct,421,2.04,44
E3926852-6E97-3989-D057-3EE88DAEC003,42,7,68,0,Pct,1311,3.84,172
3D217859-23FA-3AA6-0F4C-EA96EBC37E53,45,15,68,0,Amt,1158,3.43,184
D50BFCFD-4604-2DED-58A4-66FEDACE76E2,66,16,58,6,Pct,565,1.38,41
B6403FC1-A253-7DD8-632A-D0CDD20A3CEF,73,17,77,3,Pct,283,4.67,53
38DE1FF8-C5B4-BE76-C603-374E18569CBC,74,15,19,3,Amt,855,2.61,296
BB7AA607-E98B-8C11-B906-860AD544EFF2,83,5,34,11,Pct,843,2.01,83
ED4AFC19-5011-B533-67F4-9A26175E2600,32,6,65,1,Pct,1041,4.08,42
F88B3756-049C-3C1B-16D5-228125AD0FAD,76,20,85,8,Pct,973,3.59,234
4B09F593-3D5E-FED2-41DE-8F17454D8FBD,29,11,42,4,Amt,145,3.37,105
EDEEB149-9575-0415-F131-68240E549CF9,32,11,27,19,Amt,319,1.29,32
6FCF591A-3082-AA44-0AFE-8B8347EF33BD,4,11,25,16,Pct,259,1.12,67
96D83D1F-CBA2-9B4C-8815-26A590415D84,20,20,11,13,Pct,1092,1.03,207
35ADDDE7-2F27-1E20-E3F6-975F30C5B139,50,18,82,5,Pct,318,2.38,266
B5455571-96AE-7A81-EE2D-5A2406D01E32,97,8,14,15,Pct,1150,2.56,83
F0CF2561-FAE2-668C-D038-1E17418227D3,4,8,54,11,Amt,74,3.97,222
1619E8AD-3C9B-7F69-9EC0-31FDC9889105,99,17,68,20,Pct,576,2.27,60
359329A4-E94F-1D5F-3AD6-5A08F0C31257,59,8,28,1,Pct,1161,2.21,226
0FBDB308-6AA7-7CB4-E9D2-D82E9C2EB0F2,26,2,64,12,Pct,714,3.90,298
FC5E335A-FB76-2B8A-4837-09FF0556BE59,64,12,58,11,Amt,1075,3.95,213
F1A9EE92-DEA5-0DFB-C74B-7DEBB524DBEB,1,3,54,13,Amt,376,3.35,55
372E0F26-44CC-763D-1D28-5F6828EFA289,87,9,92,14,Pct,140,3.48,189
BB28B31B-5609-7111-AEEA-A9ED55BA523F,30,12,91,11,Pct,1379,1.42,145
7AA268BF-3EA5-AC33-3C92-1CA5E1D0ED14,72,5,94,9,Amt,799,3.71,246
451518E4-9A85-3ED7-7273-85B9E23FB4B5,30,1,59,14,Amt,794,2.57,98
6C0B3201-22A4-5C1E-D906-FC51D8A07C95,46,12,26,7,Amt,1173,3.28,23
D394523B-83CC-A960-93F9-429EF9658EDF,70,17,38,5,Amt,1214,1.19,216
8F9CD8B0-CE47-07E4-EB98-D4C1AA0FD339,71,20,78,3,Pct,185,4.03,130
17507054-972B-5DD7-FD00-FFD85F5AEBE3,46,4,91,13,Pct,1358,4.89,251
8340A5F1-6A06-B678-5A09-E4EC89DEB795,21,1,38,14,Pct,876,2.69,289
E8362DC2-2983-C273-1E93-C937384C84DD,29,14,97,1,Pct,51,3.71,11
B4127040-DB17-C23B-527D-B324C1760864,37,2,10,12,Amt,76,2.90,273
0C8163CA-896B-E66F-CB10-2F775074220A,89,9,83,18,Amt,780,1.26,129
93B1B283-214B-3834-43D8-C8A744265658,91,19,100,9,Pct,1436,1.32,69
1D37B898-D066-DC45-62BA-857B95C563F8,58,14,33,13,Amt,364,3.82,209
9C9BF769-2E21-D106-1C35-6AB9B139B1E6,92,14,43,1,Amt,1558,0.99,98
0D03C6DE-A3BE-8749-9917-E2831BC20DA5,75,19,38,20,Amt,1354,4.36,153
BA416624-8CB7-1473-45B6-1010028E72BF,23,9,46,4,Amt,169,1.89,26
9788C538-4B43-5FE9-5A0B-73C072D55DA1,44,2,63,7,Amt,280,4.09,195
47AF6D82-4D79-AD3A-BD12-BF950C0B48B2,47,13,87,16,Pct,1049,3.74,147
E3588C77-CD33-F4EA-070D-A7279BDD097A,88,13,42,0,Amt,1556,4.33,31
5CE72C93-E864-551F-D7C1-EFE4F2123BCA,34,18,72,11,Amt,142,3.54,65
0A5ED837-3262-3BFC-2682-C48617CB3A4A,13,5,37,20,Pct,1205,3.45,142
051AABB6-F385-4F02-7CAD-B6E1AE442BDD,17,14,37,19,Amt,1270,1.73,241
881A2F6F-B5F4-555F-B32A-F2D31DDA87E7,37,17,22,17,Pct,1481,2.36,38
FB900306-573F-212A-0E30-5CF2A0AA6D9C,84,1,25,9,Amt,842,2.95,211
406F3A92-E753-B180-5D15-F2C03797AA75,99,7,31,14,Amt,753,2.27,209
68702F2B-7719-C46D-9066-C58428703B31,3,18,80,1,Pct,811,1.03,163
94EEDCFD-8FCD-1327-430B-4D8EB9D4D24B,10,12,72,7,Amt,409,2.41,240
A03F4FE3-1253-4763-E360-68AF32F02939,42,14,62,17,Amt,1257,1.91,128
D99D76E0-30BD-9070-C1EC-F9574F2EB5D7,4,5,91,20,Amt,273,2.41,77
A1F024BB-0584-786D-BFAC-EEF66DB6121B,97,11,66,13,Amt,700,2.68,90
D08FADA5-04DB-FF98-E028-CB5EC861E32A,6,19,25,1,Pct,336,3.72,278
9499BC7C-DE23-D8C2-CADE-2A0CF868708B,94,2,92,17,Pct,791,1.09,219
8AC81BD6-E2E6-BA18-0456-CC3632005959,44,1,94,3,Amt,1532,2.06,207
AB2129D9-4C22-7CD7-A512-35CCB5196248,67,10,76,0,Pct,533,1.08,110
D55EAABB-04AD-2E17-6429-9438A884F150,30,10,22,18,Amt,310,2.83,142
91CF17F9-23B2-CAC0-5414-0D3AF3C7C32A,34,19,51,17,Pct,696,2.44,202
FD2F7AC5-60D7-5651-901A-18EE2A0EC783,97,11,71,8,Pct,975,2.75,222
C8811C8A-D2E9-61FB-4C0D-18E330A23D99,82,10,34,8,Pct,783,1.92,49
17DC28E9-4E0A-F26E-D817-72A5F556E0C5,26,15,47,16,Amt,99,2.40,95
729C1E13-55C1-6D49-21B1-F386A033FC81,91,2,44,9,Pct,1185,2.97,229
EF5CAEC4-DDE2-A419-495C-F6D6A770196D,32,19,87,7,Amt,326,2.93,186
101DFBD6-148A-D3A6-AA2F-9391BE752CAA,2,17,39,9,Pct,91,3.71,195
2A071CB8-6D20-0627-7D2C-EC6CA8106CAC,46,9,91,8,Amt,900,4.14,137
28F02F45-4CBD-150D-A0D1-86CF89F39C95,71,20,41,15,Pct,732,3.18,229
43202DB5-0F28-4ACA-0334-76CA1F4E6635,90,15,61,7,Pct,942,2.37,292
EF538477-1DF6-A646-4767-43C99CCC3694,80,20,13,5,Amt,892,2.99,183
65559BBA-B2D7-04AC-3DEE-34C6DB2FC9E8,42,18,66,12,Pct,191,4.85,114
B9CDC4DA-B612-A438-AA87-51574BC3F7EA,1,9,90,3,Amt,802,2.69,180
61969A73-DDCC-5042-8117-EE0B88D8E493,1,9,89,17,Amt,441,3.96,167
BE80D028-F435-8583-D845-0B93674F9FFE,94,17,23,1,Pct,717,2.08,84
2882ED66-14BD-2A9C-23D3-4E7F047F9305,52,10,6,16,Amt,636,1.83,205
31B89552-2B4B-37CF-B217-4B2B32A2D670,61,13,66,15,Pct,390,4.42,263
5B632D7B-E6F6-AF2F-2500-AC07463EC227,13,19,22,0,Amt,620,3.53,49
5DE6DAB8-85AD-6AA0-28A2-4DB1CBC77A48,33,13,75,11,Amt,303,2.53,141
77519674-A945-84D4-0010-8139303A50EB,59,2,90,15,Amt,453,2.15,136
30FF00F5-0F78-E92A-62F5-A1244DD20AC5,1,11,12,17,Amt,1354,3.80,292
35737786-015D-D0B8-4767-01E9A00E390A,17,15,12,2,Amt,1042,4.17,263
BAFD48FF-F905-3C17-B20B-149A45411468,87,6,22,2,Amt,1363,4.97,240
6B138776-A898-F14E-597A-1B217AB20190,38,4,72,11,Amt,1463,2.16,34
468D5E52-9486-8F23-05EB-BC78E2BA9BE8,73,6,46,1,Amt,1164,1.03,146
EB8D146D-50D2-CBA6-F429-F71F4488A612,85,4,22,13,Pct,292,2.29,190
B611A83C-D7FA-430E-B0A0-BF7D24388618,83,9,2,13,Amt,910,4.77,277
B324217B-6815-230D-F34C-5F4F9159CA7C,68,11,10,2,Amt,1179,4.21,300
BCB55884-65AD-A17B-09D8-42B03FD20E07,37,15,87,16,Amt,137,4.79,192
1A2DA128-AC73-0630-D267-127A639DD947,27,11,76,7,Amt,375,2.12,165
901AD7B4-0859-8481-12E9-00BF51935ADA,19,18,49,1,Amt,1541,2.57,161
BE2280A9-2721-0E94-BC13-92EC770963E2,75,4,73,20,Pct,280,1.57,49
0D43690E-E483-1FB2-12A8-24C05F6E8248,45,20,83,2,Amt,190,2.21,121
F4ECE53C-CC2F-64C5-391D-42569D973173,36,15,62,10,Amt,344,1.32,174
416A6B22-FF95-4DE5-8410-B68C1EF30C03,37,9,83,17,Pct,40,2.82,183
08307408-BD24-7808-2672-D7B1E0A40FDB,91,19,39,2,Pct,266,2.59,193
426209F7-F9E9-2DD5-CD47-F00845D21BA6,19,5,85,17,Pct,223,2.50,181
242BDB17-247E-2C74-1D8F-2A79948631F0,4,19,66,11,Amt,1358,4.67,260
0028B426-857C-6137-372C-FAD40E92D6A0,93,9,54,9,Amt,31,1.24,278
70BC5898-9A3F-BF78-F701-3EB67D92B213,21,3,43,20,Amt,193,1.47,110
52D20A27-E4FA-92CA-9EF7-AA6ACB91E8CE,98,4,32,16,Amt,949,4.28,168
38832FF7-6522-E669-85A7-74F7F8DD95A3,82,6,60,6,Amt,1196,2.41,108
19242E98-001F-2AE3-9787-83C39F4A15FF,40,18,86,1,Pct,528,1.01,148
4EBC503B-D0E9-431C-63E6-34673EC1FC1E,9,13,93,7,Amt,51,2.12,177
7090E8D4-AD3E-E7EB-AC09-BB2A3AB1FAA6,57,14,53,19,Pct,1456,2.58,9
17284328-487C-709A-926E-8C6BEA7710D0,14,19,29,7,Pct,326,4.16,30
A3F8AE70-4E12-00A7-0E5A-06AB6E7979BD,93,15,40,13,Pct,866,4.35,96
8AB09F80-1088-9674-85E1-FD66C9F6F886,95,6,87,6,Pct,712,1.76,3
3465E5CA-124D-FC89-AF9A-55581DED9FCF,77,12,95,7,Pct,376,1.18,22
07043AAA-7424-888C-1FF5-080D62AAF000,57,6,32,8,Amt,1015,3.57,34
5357F493-0F48-E98D-13E6-610D722E9FFC,52,14,20,3,Pct,1012,3.61,211
99F4A767-1D60-EB16-A885-75F918180721,12,18,68,19,Amt,1189,4.26,131
B003715E-1CCF-ADAC-472B-035591182B66,70,2,47,12,Amt,272,3.75,242
5459AC74-B742-9573-A1B3-F676B1D43456,70,18,90,5,Pct,1351,3.82,44
6C97CF6D-A58D-825E-1025-63495EE5EDB1,55,2,98,15,Pct,1398,3.31,30
E1DC2278-BB06-0E2A-01B9-1842A9D9D324,61,10,59,15,Amt,1133,1.34,290
10164E2C-B8CC-3B20-A621-3F4D404B355B,98,1,64,6,Pct,503,3.86,254
1BCF6E04-2B23-7551-E9A6-A234B841B473,36,2,50,3,Pct,523,1.23,109
BC657DCF-1435-79E8-F634-7006BF06B054,70,4,14,2,Amt,1300,2.20,172
36098FED-5B6A-C07E-EDE9-2C1FFF31294D,95,3,56,0,Pct,1311,1.35,144
7BDF0E2D-9E08-BE2D-D00B-72A3BB256683,1,6,35,18,Amt,1248,2.05,72
756616F5-715C-F75D-B19B-1A5E2C5599E7,74,15,70,8,Pct,700,1.85,214
F7F0E977-1498-37E1-DEB5-9651454E25FC,4,17,50,5,Amt,1273,2.98,230
E4E649B4-BC8E-B012-BB51-C19A7FBDA989,26,13,77,10,Amt,1132,2.98,106
D2FB9F4D-0D87-2F5D-89A8-899F05A71134,57,14,61,14,Amt,17,4.77,250
2E6DFCD5-2988-F7A4-2A5C-BD8708DBE0D5,97,19,75,15,Pct,38,4.20,128
F0FDF355-C7D5-67CD-87C1-0B4CA34EADFB,26,11,68,20,Pct,586,3.47,151
46A9EC16-959A-B45F-8CA2-93D6CF8EFFC0,39,4,34,10,Pct,35,2.56,263
D016E5D2-B8ED-91B6-ECF6-7A72649FE389,29,17,86,18,Amt,1125,2.49,67
A11740E7-3604-61B6-CED8-BE28338F2BBE,41,18,65,16,Pct,12,1.31,91
7E02EBB0-6AE5-0B63-B45B-1531C4C4445C,63,11,100,14,Amt,277,4.74,281
EE6AEF49-1A85-2206-070F-A83D700779DE,82,18,16,9,Amt,202,2.66,192
254C54B6-C394-1EE8-0D34-B31FDA81F081,7,5,40,11,Amt,367,4.72,36
BC1772CE-7EEF-6A8E-C701-F629423117D3,60,15,99,20,Amt,961,1.94,272
26E1F0F1-C8AA-DCF4-3BAF-A0B86BECFBBE,1,16,80,15,Pct,165,1.83,273
01150EAB-CF24-4A5D-D80B-8D6FEABA842C,98,15,18,10,Pct,744,4.00,92
957B9061-DCCE-3EC4-A780-1687E94ABDA6,76,14,83,15,Pct,1517,2.14,1
68AB9CED-83AB-B545-36F6-F5141304FA7E,77,3,48,12,Amt,82,2.12,20
BC84BD45-99F2-86A6-2C3D-40C84CC280BB,20,14,59,5,Pct,767,4.14,166
6A4214FD-8CBD-051A-C445-E77BB2B31A12,55,13,95,8,Pct,1089,4.45,45
CF73DB5C-2C36-40EC-A523-304A8302F323,9,17,81,20,Pct,1279,3.01,197
4D9BA234-0D34-5E77-8785-35FBB4C3EB8A,78,8,29,1,Amt,360,3.17,156
62940E01-479D-6CC6-EE10-5C6A0DDC975E,72,6,82,3,Amt,1233,2.58,96
418D45E0-C0D2-E694-C152-035C3FBA12FE,37,7,17,15,Pct,1328,2.95,127
FB8DEFB0-1B9D-631B-996B-6789AC31D165,52,8,65,12,Amt,835,1.24,252
4856D44C-0313-4EEC-EC70-32C6634991A3,99,8,83,11,Amt,1512,1.05,221
14697F94-4BD3-2F78-527A-9922E4CD9682,74,3,54,13,Amt,159,3.95,189
78570D81-A67D-BD9E-4399-2952E98FB856,75,15,92,10,Pct,836,3.17,157
A83C132F-3100-FF58-8DF9-C4410018912D,58,20,93,6,Amt,1238,3.34,123
DF6AE11C-9C1F-46A2-1B13-FC90571F1B0D,12,9,100,0,Pct,1517,1.70,76
70DC5EC4-3D17-2F82-EF5F-088E92CFC506,89,18,11,20,Amt,42,4.12,64
166B0B7E-BC07-AFBA-D8B0-FE4D4B0386EC,19,16,98,13,Amt,994,1.29,286
A9EAAC65-12C6-D92B-63B6-72920B88519A,29,6,49,13,Amt,787,2.76,23
ECD6C92C-0694-6F9B-A1A4-75F4795F0B0D,6,9,88,19,Amt,1442,3.96,134
2E4BF02E-F441-3173-F47E-D1745897CE4E,68,5,27,10,Amt,986,1.33,162
A59FB6E5-FC64-584B-06E7-0E7F7076E941,79,14,72,17,Amt,315,3.67,272
31B3C247-F38C-EB9A-0216-7668D4A782C9,27,20,25,2,Amt,1209,2.06,291
B646EBAA-3F7D-683A-0B0D-F33DCD20F383,53,12,48,1,Amt,537,4.40,4
DA27CCD6-7B59-E69E-A8B0-C40AF08603A5,37,12,95,11,Amt,229,1.89,217
64974771-825F-0974-7FFA-3C268005BCA8,90,3,5,13,Amt,989,1.39,105
9D4019EF-FEFF-F294-9E3C-80441828C5FF,95,10,23,14,Amt,569,1.61,53
34E27C59-9B18-9D35-9817-6A04A111CE0A,60,10,29,1,Pct,784,4.73,196
649C8C96-FB79-4AED-062C-209A902DE427,21,11,20,6,Pct,721,2.25,80
AAEAB01B-DCB9-426B-7537-3E6160BF1AB3,40,2,8,7,Amt,1253,1.87,9
B7EA5EE7-8B16-6A2B-ECFC-8A5675C967DB,30,6,13,14,Pct,996,1.36,209
