INVOICE_LINE_ID,INVOICE_LINE_QUANTITY,ASSIGNED_USER_TK,BILLING_ACCOUNT_TK,INVOICE_LINE_DISCOUNT_VALUE,INVOICE_LINE_DISCOUNT_TYPE,PRODUCT_TK,INVOICE_LINE_LIST_PRICE_AMOUNT,INVOICE_TK,INVOICE_LINE_VAT_VALUE
5B8BE5F0-87E0-82E9-9448-4141A9A99C92,57,11,15,14,Amt,1510,1.14,78,0
367F9702-904A-6F3D-CA09-125C355D8F62,73,3,74,13,Amt,766,4.81,288,0.05
79F89312-D679-4175-372F-B3B3D14BFB02,42,20,13,17,Amt,602,4.96,234,0.05
07C3C891-D699-3B7B-C04D-B93C9C118CF5,70,4,63,17,Amt,35,1.44,266,0.175
F7E87618-3A8C-D714-34C6-5108CF0444ED,49,1,28,17,Pct,803,3.63,9,0.2
1CFDB7BB-8C5B-3629-3EF3-5A73F4F67384,23,10,23,1,Amt,387,1.07,42,0.075
85CA6835-C88D-B4BC-C496-459C3AE67487,60,5,43,4,Pct,197,4.07,137,0.2
0D5C4E10-D722-C3DC-517D-614CFDB3D52F,6,15,37,1,Amt,1408,4.98,266,0.075
D3A7951E-7C3C-6EE6-A3B7-667FE5EEB3B8,28,2,12,3,Amt,343,3.36,272,0.175
3B28051C-0EEF-C1FA-2479-DA92B74F4CBC,56,7,84,17,Pct,150,3.41,199,0.075
F74395D4-4627-CF79-6CA7-6A632300E213,12,1,2,14,Pct,152,1.46,116,0.175
4B65C344-F95D-DB44-2FD4-4DCC6CBD3782,68,9,38,5,Amt,107,2.50,271,0.175
54BC5275-5EB2-2839-566F-71F73131E6BA,25,12,18,13,Amt,329,1.08,277,0.175
F33B1A2A-567C-6A3E-E301-8F560E0F7F4D,30,16,16,15,Pct,1200,4.36,291,0
59773D69-2A7C-8A27-DA10-67F0B36448A3,77,14,96,20,Pct,278,2.82,215,0.2
DCA9BFFE-5F79-EBE6-12F6-96A0402CF85E,14,13,33,1,Pct,1461,4.39,174,0.05
AA8A3F4B-BBEC-EB1E-575E-3DFC1BD4A3C2,9,6,8,10,Pct,878,3.60,22,0.05
788255DE-D2CF-4290-AD60-6560826453F8,43,3,80,18,Amt,485,3.77,96,0.175
21683C19-EEF6-B70F-800C-686C870F8238,27,7,38,4,Pct,276,3.47,3,0.175
3C88B62D-8839-41ED-128E-73A15DA687BD,74,8,28,14,Pct,546,1.03,259,0
24FD9404-8A9D-F7E0-BEFA-974D4EB2F87F,18,19,58,9,Amt,608,2.67,71,0.075
14029F6F-7896-AD74-5325-0061076B25C3,87,15,88,3,Amt,1381,3.81,197,0.2
42F553BD-37AA-953B-9E7A-D9B670C7DC74,90,7,4,11,Amt,8,3.80,219,0.175
CE204273-F95C-1603-197E-D9935DC5B922,75,2,35,7,Pct,158,1.21,296,0
F40A1DC9-ACA1-8AB6-F79C-99CAA0E48C8B,2,18,17,6,Amt,621,4.04,44,0.175
4FA42D82-743E-DD76-9BBC-6FE180AC89E0,37,2,39,14,Pct,246,1.50,290,0.05
ACEC2B99-9A64-3316-B39B-13A19866F56B,65,1,62,13,Pct,498,1.81,240,0.2
AE78EDC2-5834-5968-F5BC-EA883419E0DD,17,17,23,0,Pct,830,4.37,275,0.2
583907E1-DF68-B212-FCDB-2A418842D49B,4,18,55,8,Amt,394,2.20,196,0
98E6F307-5065-1399-4C41-5D0FA2C2D8D9,59,15,77,7,Pct,736,1.13,66,0.175
2437F97F-7CD7-B64A-C3DB-B15BBDA77A0C,46,7,24,17,Amt,104,2.99,37,0
FCEC5ADB-5B81-6181-1CEF-3D6826B4F100,44,3,4,17,Pct,591,3.55,228,0.175
A3C4C3C1-C690-2C04-D17D-E84899FAC1D1,56,8,65,13,Pct,973,2.61,224,0.075
10DC4351-2B9E-1E7F-37C1-740D5779B46D,62,16,15,1,Pct,1415,4.61,196,0.05
5645BCF8-B362-EFA5-8C74-F704E0BCDE15,56,9,39,13,Amt,887,1.02,36,0
4C45B2A8-13C9-C2BE-95EE-B2CCA9D0BF47,59,4,20,3,Pct,261,3.85,204,0.05
0794F1F7-57A8-2F72-1A05-EFA5D82129CF,92,16,61,14,Amt,284,3.96,208,0.075
DF7EB887-6B2F-D9DE-DA89-9BC04E73E0CB,17,12,78,5,Amt,1071,4.30,298,0.175
7772EC42-3895-BC0F-B46C-216F7F99FA7F,7,5,97,1,Pct,1311,3.22,170,0.2
1A1D142C-93C7-CA32-AF40-9A7C1BDA52E0,67,15,23,5,Amt,394,4.38,217,0.2
238C5080-2143-4FD4-36EF-788A5EE633D7,42,14,7,10,Pct,580,2.38,105,0.2
72BC7A90-5559-4586-A8F5-F2D9277A5652,32,11,22,15,Pct,1081,1.71,219,0.175
A5D03B53-EA23-3399-A7BC-710DD7BE535F,22,17,9,20,Pct,1424,1.22,296,0
E1C6D29C-F7CC-D75C-1040-91DCC7E29F8D,26,10,43,9,Amt,827,3.32,299,0
9C72DEF1-ACD8-FDB9-3803-88D7660A870F,82,20,13,19,Amt,470,1.65,121,0
920EF4A6-F439-BCBC-4AF1-D5035CB3A603,83,1,45,2,Amt,1541,1.87,48,0
72444F38-BEE9-B465-48C9-1893ABF7FC2D,34,11,93,10,Pct,619,1.22,182,0.175
97E19FAC-FF86-EF25-ECFA-43C8306706C0,49,17,48,17,Pct,841,2.40,167,0.05
0D35D528-1A88-7EF3-C751-D1BF57FA9228,68,13,2,6,Amt,1131,3.79,22,0.2
AA486DED-D95F-BAA9-EC24-8D2E8912129F,14,10,76,1,Amt,973,1.49,158,0.2
014AA6EA-0600-969E-098D-E0C99AD0A7E9,54,1,82,5,Amt,55,2.99,14,0.175
97593AE4-9148-F000-7D19-03E4352F1CDF,48,18,82,4,Pct,173,3.51,240,0.075
EBDB88B3-15C2-5F65-724C-E50AE8316E60,76,7,13,6,Pct,108,1.78,268,0.075
80636912-76F0-9AC7-3A60-DDCED6DBAD9A,53,13,11,4,Pct,631,2.39,60,0
9185C166-2754-6E7F-73EF-3925B08B5F3F,5,5,73,0,Amt,821,4.77,63,0
925B0BDE-3B0E-4438-1461-B306D3FF59C6,59,9,1,12,Amt,306,4.42,55,0.05
940C1288-BABD-7D11-6E85-0DAFBCD79962,59,14,89,18,Amt,497,2.90,207,0.2
B3B23C47-DFEA-CC87-E947-BF2EBE35A15C,100,4,86,15,Amt,40,3.65,144,0
EDEC74A4-6274-FBF7-8FB5-51E4D063006D,54,7,71,14,Amt,353,3.16,57,0.075
253C61B4-3873-DAE9-54CF-D23FD17A85B6,56,9,87,12,Amt,356,1.07,37,0.05
BBBC1829-5BA9-E219-74D8-89335FE0931D,46,15,14,2,Pct,284,3.04,18,0.075
7AA0D73C-70BC-A62C-AE2D-0A78658A218A,73,11,45,4,Pct,1011,2.99,225,0.05
37F6D186-C379-839D-9AF7-4EE1546C0C75,70,19,58,15,Pct,995,2.12,135,0
D166441B-3BF2-8CD5-A8E9-417A00716BD3,87,3,95,5,Amt,653,1.37,222,0.2
F9E768ED-EC42-18A2-A24B-A024206BAF01,22,10,35,7,Amt,1272,4.85,194,0.2
1AF8164D-F6EE-A5BB-AD78-10E5FB795A34,67,19,5,19,Pct,209,1.47,59,0.2
B3DB5DBD-4382-EEB6-AACD-136B253671BF,68,9,90,11,Amt,980,4.83,228,0
C8BA1973-B397-8AE5-228D-E14C2ECBB6BA,77,16,55,6,Pct,1019,4.65,129,0.2
14BACC3A-890B-C2EA-D7E6-79F17292C72D,86,6,50,20,Amt,1036,4.61,282,0.175
7DB0CD76-42E9-D5B6-21BF-0B6D200E9915,57,13,63,4,Amt,501,3.35,98,0.075
BB9B87F6-FD03-4A26-841D-9E7EF67B4756,35,17,9,11,Pct,1439,4.52,171,0
CFBBCB31-0F72-9D0B-3CB0-57F726CD02AC,88,6,68,9,Amt,677,4.65,103,0.175
95B17419-5C7C-3B4A-9501-E3EA7A2B055A,50,2,45,8,Amt,187,3.40,145,0.175
25CE493A-244A-D8EA-5902-39A427D1CFF2,25,13,100,18,Pct,1442,2.46,147,0.05
81658E93-91CD-131F-465B-52B172360C2C,68,16,22,12,Amt,1541,2.86,264,0.075
0F44A463-CD4F-FDF1-4A3F-41A4DA208D44,80,14,31,3,Amt,1233,4.28,52,0.2
2E844685-0C9F-12E5-B94F-5904141F9B8E,1,13,77,1,Pct,158,3.13,105,0
65DDA39C-E4CB-AC7F-27B1-E0DBAE1AF687,89,13,33,19,Pct,806,1.64,165,0
CE092813-798C-7D76-6747-96482ABB273E,43,14,12,20,Amt,1522,2.79,233,0
C1913479-5859-25B7-88DC-4D9AE12FAE00,87,15,79,9,Pct,777,3.68,144,0.175
09BDFC3E-87B1-DC45-5926-1329367493E7,27,9,18,17,Pct,1080,4.81,110,0
B57FAF09-2261-7B7F-70B7-72045813EE3C,53,7,79,11,Pct,878,3.00,198,0.2
073FE657-AC82-915A-E50A-5C466F20E327,2,4,31,9,Amt,913,2.98,129,0
CCEBA12B-3DEB-A0E2-DBC6-847CB0092967,68,13,60,5,Pct,714,2.79,176,0.075
C3ADA0D5-6591-6612-93CF-9D2B8C62AC53,30,12,53,13,Pct,1219,3.88,33,0
17E8D45F-D9E0-CA92-EEFC-C9B349591317,27,18,2,14,Amt,911,1.71,86,0.175
7305B098-570D-75A7-B072-16E4CF2CC84F,1,5,88,13,Pct,1412,1.55,210,0.175
0D51494C-FAA0-D207-50A6-28C90B40BB25,88,14,81,3,Amt,1298,4.58,58,0
919E53AA-914E-1B92-3A2C-A77C07C7D514,32,14,64,13,Amt,827,3.55,191,0.05
7B60F788-6124-755D-022F-4CD42B667F06,65,16,74,15,Pct,18,3.56,27,0.2
53C0DC2D-1917-0D66-8177-2F47575B0D36,65,8,13,5,Pct,1492,2.65,295,0.075
A70B6C3A-3428-D18E-95DD-6B459A795643,85,9,64,3,Pct,998,4.67,14,0.2
7096FDE3-F277-96F8-6E0F-09FF6D3FBB45,36,10,21,1,Pct,1162,2.68,152,0.05
B96BE50A-2A14-CFB9-F10F-53664870FDA9,38,3,15,16,Amt,1528,2.63,236,0.2
BF0E4F18-8EA4-FE14-B91E-38423D628121,36,1,32,8,Amt,1467,1.59,156,0.175
E35BC2DB-19A9-10C7-40A3-7190CBBAF544,35,13,62,1,Pct,926,2.94,152,0.05
9345DE39-3EB5-28F7-9D06-9F319F72B88C,76,5,99,2,Pct,1071,1.55,80,0.075
C5AA70DE-3A67-D279-89D5-994A1E143298,75,3,76,7,Amt,387,2.80,269,0
250D4AFF-3559-1947-EFE9-DB14B6B29AD8,83,3,83,6,Amt,1542,4.84,68,0.2
820F0254-093B-DB11-5F36-7C9F3902189E,31,9,93,8,Pct,292,4.28,267,0.075
187C32E2-E257-F3D4-6DC8-4203A584B5EF,27,14,72,14,Amt,1349,1.57,116,0
7A375B9F-5035-8FF8-124E-513CADEBBD27,4,7,59,7,Pct,933,3.03,214,0.05
1E557EC8-A273-81B9-A4BF-23CF2779F9BD,40,12,51,15,Pct,839,4.13,232,0.175
D9E1964F-691D-C3F7-8737-B0CB510ECD15,51,14,99,16,Amt,1241,2.92,54,0.075
B995F3BA-4F91-C36A-CC08-72FA8D753F3A,77,4,67,15,Amt,552,2.66,44,0
6B6BDAAA-EF10-25CB-C978-75CF91F557FF,59,14,81,12,Pct,1339,1.26,81,0
4C9855E6-5A71-8FD3-9504-378CBB8D1DC4,23,17,11,2,Amt,1375,1.36,49,0.075
DAEAC0BB-46FC-29BB-2E9E-A2C6292AA73E,2,4,85,10,Amt,644,2.24,125,0.2
4EEBF495-E818-2956-C9F5-954F16235507,70,9,77,15,Pct,380,2.51,39,0.175
0DBF1056-6457-F512-99F0-70801DE829EB,74,18,47,7,Amt,728,3.38,286,0
4B3675DC-C89A-D28F-333F-4A64BB205D7B,78,15,17,10,Pct,1272,1.08,167,0.175
C475A1B1-C2D9-8184-A187-18037822EDD1,39,1,74,20,Amt,1382,2.18,126,0
EB3F561B-381E-A7B7-A81A-2C581A3AC37B,42,18,46,15,Amt,526,2.66,16,0
D2BE3504-D72C-4AEB-639C-9BAE50D1E279,94,20,43,19,Pct,1000,1.92,125,0.075
7D0EE8AD-411A-7621-E440-F3F297B2607B,78,7,80,4,Amt,135,1.71,101,0.175
CBCC57C1-7AD9-06CE-F118-8E5D3D8122EC,4,15,42,7,Amt,1537,4.88,42,0.2
9243605E-62FA-C4F7-61AF-CB9C3FC4DFF6,10,11,79,10,Pct,1548,4.65,68,0.075
8D9BD6FE-C143-9B8B-5EA5-62C9F1A3A489,51,4,44,11,Amt,408,3.26,103,0.175
86FC223B-0C55-CE52-4823-CED0E25702D9,42,12,69,6,Pct,465,2.15,208,0.075
B16EC86B-9A5A-47A1-1240-05E9FB401296,29,7,23,14,Pct,1509,2.08,119,0
8C7DA3A3-804C-F199-DA20-38EB6794C2E8,74,9,8,10,Amt,1344,1.37,200,0.05
04F368F7-364C-95AE-9792-536D9E7D0F52,44,4,58,14,Pct,1552,1.98,291,0
E318E8B8-E99E-4141-FF5F-6F9D3661FA61,13,17,44,5,Pct,454,1.38,108,0.175
3A84BD6F-29FE-0CC8-5B78-E8899F3CFFC4,88,11,57,13,Pct,1308,3.45,172,0.05
4710AECE-0E34-AA47-D712-3433A1131DE2,48,14,13,10,Pct,913,2.36,80,0.075
CE3885B5-5251-93E8-E035-00323BCF11E7,28,4,67,19,Pct,1465,3.58,48,0.175
716B368E-7CD3-D86D-4422-9568C26D0F52,7,10,48,12,Pct,604,1.29,243,0.05
B9B2BF77-2319-382D-FA13-D7DE781949BA,33,18,61,16,Amt,905,2.16,125,0.05
C4522B4D-5B92-7A28-C447-814259428200,4,18,57,3,Amt,242,4.29,188,0
D1D3AD61-03AF-4657-2FB1-C802C5AF6D1E,61,18,11,15,Pct,293,4.07,164,0.075
A4F6A434-D9A9-2E2E-A26F-6EEFC7F26040,11,15,84,18,Amt,1508,1.14,236,0.2
A43C1B7B-5389-89A3-D203-5644D6FF11A8,56,1,25,3,Pct,775,3.41,7,0.2
67E8C304-1BA3-1F24-4AA2-1BEDCD46483D,62,3,86,6,Pct,351,4.99,121,0.075
733D1CA7-5EDD-C07C-5E3C-7848AE8DCB1D,21,5,5,9,Amt,757,3.61,298,0.175
64CB32D2-7E8A-9AA0-FDF1-21486BCFEC8E,24,17,57,9,Amt,1361,4.92,235,0.175
D1011B55-49BC-DD8C-EF04-C64348ED345B,6,19,79,8,Pct,1491,2.02,27,0.2
12A668F0-C8FB-2113-1DD1-DDBD88525D68,32,4,47,8,Amt,850,3.70,143,0.075
6E1FCEFE-43C0-D653-9889-CE0B422A0E31,12,17,80,18,Amt,450,2.62,132,0.175
5DDD869D-417A-CA94-4DFA-09C983B3C2DD,9,16,73,14,Pct,298,2.69,174,0.05
2A67DF28-A212-D06B-1B8E-0F51D644B6D8,17,4,95,3,Pct,734,4.58,185,0
1D6FEFA3-D7BC-C425-4D1C-8034F6255E33,64,19,92,13,Amt,1088,1.57,44,0.2
C58E271B-C02A-0695-FB52-65FA2054B3DE,34,5,80,9,Amt,946,3.95,104,0.075
C088C6E3-4B40-FA41-EBF2-6660990BEDEA,18,7,25,20,Amt,1345,1.13,205,0.2
366CB097-563D-D269-5A80-438269BF6335,82,6,98,8,Pct,634,4.93,142,0.05
768047CB-43D2-41AC-26D6-7CB11E810938,64,1,88,4,Amt,869,2.23,42,0.075
EAB6EFBF-3751-65B2-BF47-628D760C5368,32,7,50,1,Amt,800,2.89,124,0.2
98A8B762-3322-60D9-D673-1233A661A415,76,13,12,11,Pct,1534,2.94,114,0
069BBF58-E218-8815-FA8E-53C82866D404,15,10,95,18,Pct,1108,1.28,165,0.175
C5125F8B-E69E-EF36-E074-D6E210C34CF9,34,16,22,10,Amt,1052,1.63,81,0.2
65DF1DAB-DB11-D713-FA9F-503F80EB0BAB,74,18,96,11,Pct,902,1.09,29,0
90156D0D-CCC4-0221-44D2-0933916CE8EB,94,3,13,6,Amt,96,3.51,189,0.175
9B5D434D-CEEF-BCEC-1F4A-25EE5B4BEB57,24,16,78,12,Amt,602,3.21,26,0.075
8A6FE0C7-3659-8E2F-F7EE-B0A0C392DDB4,45,2,43,16,Amt,1150,1.15,64,0.175
527694AE-2103-32A6-4990-561EC6AE9EA0,54,7,19,20,Amt,57,4.61,74,0.175
27AB9C6E-7588-5A0E-0918-1989BD2CAEBB,69,13,49,13,Amt,734,3.96,206,0.175
1AFDA5E9-5568-C966-0A00-D6B24FA73B2B,86,10,63,10,Pct,222,2.07,189,0.05
5F4078B3-E727-C7A6-BFFE-668EFE65D6EE,13,6,22,7,Pct,82,4.59,102,0.175
1C882A71-51CE-2B58-E19A-6DDFAFD7D3AF,25,10,98,11,Pct,1344,3.53,40,0.175
1117FEE7-F583-76C9-6436-A12299F67A53,79,9,56,18,Pct,1330,4.95,171,0.2
95F8B353-66E9-2B54-8C85-BE35929BE101,70,1,25,13,Amt,1443,2.22,194,0
01AD5C68-1276-47A6-3828-6AC9ADC92ECE,71,10,87,7,Amt,1209,3.94,119,0
A1508944-6EFB-945E-A52C-E36FE4DA1F9A,91,20,85,7,Pct,1508,1.74,156,0.075
CC0D9C5A-E822-D80F-398D-BBFB5FD7C820,40,8,55,5,Amt,1276,2.65,46,0.175
8DAB2BA9-6E1C-2A5A-71A4-B7E823A629DE,95,3,35,9,Amt,1335,3.11,67,0.2
F56E74DF-5C12-2C35-A2F6-41060028FB3C,19,5,52,17,Amt,770,2.13,114,0.175
8A12FF92-FB59-CEAD-4C83-E2989136080F,6,14,13,7,Pct,489,4.18,130,0.075
C93AE49D-EAD7-B08A-C512-078205010FA7,10,20,16,3,Amt,1036,3.04,87,0.05
A56CD2EC-9244-8E0E-4150-F414F21CCEE6,48,2,77,10,Pct,493,3.84,285,0.175
973F8C3C-4E2E-C9AD-C946-636D0582B67B,39,5,92,8,Pct,1303,1.24,167,0.05
4BCC48E1-6D65-A960-8B34-C5F69BB7E4E4,42,7,47,7,Pct,47,2.61,119,0.175
5D71F72E-F3B8-88AB-C7A7-42A09A0660D6,45,13,6,16,Amt,218,3.32,36,0.05
AD70B6C7-1B8E-5EC4-BF68-6DF898B10419,3,6,78,5,Amt,1492,1.03,168,0.2
113668E2-2F54-9481-889F-45B367D4CE80,63,1,37,14,Pct,628,1.31,298,0
8F0EF849-F411-93DA-05CC-44BE221C74C5,69,20,46,15,Pct,499,4.12,200,0.175
60C92616-1F0E-E5CD-39AD-DF01C3ACA621,89,5,5,12,Amt,551,1.78,266,0
E23F493D-4CB7-47A8-35AB-0BB2D9059C6A,37,3,82,20,Pct,1371,4.38,247,0.05
53547AFB-5617-1E90-D57C-A2133A36B153,94,2,92,13,Pct,604,1.56,283,0.05
32E182E3-5EE6-0AF6-7EBA-05FBD4528591,84,11,99,6,Pct,347,3.87,40,0.05
063A3B24-B16D-A94A-D445-CA2687B03A1C,16,2,55,19,Pct,213,2.40,216,0.2
14D5C3CD-ABAE-C6E0-ADB7-7C471CCC6461,93,19,8,5,Amt,1391,2.06,39,0.175
542819A0-5134-3967-64AE-CF777C461E50,14,12,18,13,Amt,936,2.29,5,0
2AACC430-21F4-D78D-C334-E1023F75A924,95,3,44,18,Pct,1313,3.79,218,0.2
8F13B5F5-8202-B4D6-8BED-FCB1B12D7034,10,12,70,7,Amt,843,3.76,284,0.2
89606EDB-A424-ED6D-2304-E23CEBC97197,82,8,66,6,Pct,1153,4.45,25,0.05
F979C2D1-4825-C966-B2E9-8F94E0AB260D,28,2,52,15,Pct,444,4.94,16,0.075
23807EC8-44BE-A265-3708-816C53EA7A36,36,1,21,13,Amt,425,4.65,39,0.175
ECC5E69A-1DFC-93E4-77A6-F876D58C102D,29,8,86,6,Pct,1443,1.75,268,0.05
36E1858A-0827-AED1-67A2-CEE1F18F68E2,12,13,50,17,Amt,949,3.39,300,0.05
DEA60D0D-6ADC-10D3-D048-315F7398EA1F,39,6,98,3,Amt,1255,2.60,226,0.05
D5FB2854-1264-4C10-F4A1-D2E93F5DE312,32,10,78,14,Pct,1145,1.38,297,0.075
E119D6AF-C665-0A88-045C-55BFD59F467F,2,20,22,17,Amt,245,3.27,93,0.2
4D4692B6-4BE4-4F55-02D8-24BCC88FD373,57,6,73,8,Amt,651,1.83,190,0.175
E05E6D8F-02E7-278F-F48E-52E50B25BC82,63,12,11,8,Amt,357,4.59,92,0.075
E4DF6C43-9C9A-5542-5559-349E568167BB,49,6,98,2,Amt,447,4.73,137,0.2
70E1A97C-8892-1C60-6C54-45ED9D0C8BC8,60,4,11,6,Pct,791,3.71,166,0.2
2291C08C-3DA0-A2A0-5553-29C30BD90C83,85,11,16,10,Pct,335,1.14,100,0.2
696A6C04-388F-DCDC-CFC9-DABF8CBCCEAB,86,9,65,13,Pct,1360,3.84,128,0.05
FAFE7159-D4D6-39C3-0259-5A6EE357BFA2,23,15,44,17,Amt,1026,4.98,39,0.075
8B2C2198-B449-FE59-4C41-39549C2C3680,12,13,65,6,Pct,530,2.58,221,0
501F93F6-C95B-BF4C-4107-15019F69637B,34,4,26,13,Amt,322,3.63,120,0.175
455FB235-0EB4-536A-CBF0-7221B8E79C1E,28,18,4,12,Amt,438,2.44,14,0.05
971EB3E3-C461-835A-D729-DA6906A0CDB8,64,2,67,10,Amt,885,3.05,150,0.075
9D28BBD8-65B1-E0CC-B0E6-6BFA09B7AF18,85,10,12,1,Pct,721,2.15,152,0.05
F74B272C-E426-598E-C98F-A03D118324AA,14,13,70,8,Pct,115,1.03,130,0
104126B7-6B6E-E6A9-AB64-43101C752B3D,56,9,53,13,Pct,326,3.25,178,0.175
E243C161-6D42-274E-2372-756AA53B5375,59,18,42,16,Pct,974,4.54,278,0
CC05A2AB-E058-6426-112A-12B0608F6A3C,85,20,77,1,Amt,1479,2.64,251,0.2
BC11AF0C-02D2-CC37-56E3-82EA1712AC6F,71,16,15,10,Amt,777,3.77,188,0.2
DF7C8108-8A51-E26D-8880-4CE89FD40FBE,86,3,24,10,Pct,837,4.57,91,0.2
7BD692DA-9F27-76AA-3E10-93F8AB6D49F0,89,1,9,12,Pct,162,3.74,183,0.2
C161BC8C-9F61-BA33-EFD0-315B4EF58291,18,16,9,0,Amt,349,2.58,260,0.05
533B5F7F-9AEC-70DE-9ED3-B528ABBF018D,77,7,37,11,Amt,1378,2.65,25,0.05
28514BB7-AC2D-C41F-CE61-D66E9E3DC31D,46,3,65,15,Pct,987,3.09,207,0.175
598A78E3-25B1-A20B-C50F-9AB419474D7F,49,6,91,9,Pct,773,3.40,31,0.05
C3330B07-8454-61CB-1683-C81437C52B7D,3,14,67,8,Pct,700,3.75,98,0
67747181-7CEC-8062-F440-4A0EBD7FF540,1,8,13,12,Amt,1002,1.46,163,0
38B28E6F-0E91-F1A1-1260-83C8F05963B9,100,7,9,14,Pct,532,3.49,178,0.05
D2407E02-6ABD-607B-B25C-0B7CDD67E838,41,12,96,6,Pct,1535,1.74,89,0.175
C89F5AF1-64E6-7034-7BC6-BC24B29C32A3,29,18,98,18,Amt,1456,2.28,266,0.2
B1687A42-95B9-F0D0-278B-D470C117F398,14,10,26,10,Amt,1424,4.84,214,0.175
51559804-C2DD-1265-80B7-035F47308FEA,98,20,62,3,Pct,575,2.17,291,0.075
5FCD54DF-9E00-CE48-ACD0-8D2B67A84AE5,75,15,26,14,Amt,938,4.09,223,0
5373B8FA-285B-BA48-4A1C-B269F68AAEF5,74,19,39,15,Pct,613,1.14,201,0.2
59025B4C-5592-2975-5D3C-3D7D89C3F74C,60,2,46,14,Pct,977,4.44,168,0
7C8DD41D-E27F-910E-5DA6-B9B062CA3991,89,15,84,5,Pct,1152,1.70,98,0.175
60C8A3A5-F7F3-960E-5D17-FD44ED13A940,17,1,97,14,Pct,811,1.37,138,0.2
0C797978-EFEB-CE27-8587-9049F4149DE7,96,18,12,8,Amt,141,1.56,48,0
4E47D2A9-5AD4-2204-19FD-3C78C61B0E2F,3,9,76,15,Pct,1302,4.16,227,0.2
3C329D4C-E742-4E6D-7ABB-58B452983BF2,48,14,57,0,Pct,459,1.43,287,0.05
DA4F20DD-A774-30F7-B42A-6AD4606915D8,47,7,50,2,Amt,1162,3.44,22,0.075
EC4067CD-1487-BA5C-0DE1-027CA13F2734,25,18,28,17,Amt,296,2.22,158,0
562D0240-E153-03F2-ABE4-390A9B8F5F73,12,17,95,17,Amt,76,3.38,221,0.2
53274648-CFB1-42F1-AAAC-68CB6D1703EF,67,3,37,14,Amt,1119,1.11,2,0.075
293A0F69-872A-6E48-098C-5F451EA55DCB,97,8,79,0,Pct,610,2.15,265,0.05
A7367E8F-32DD-69BF-7D0F-7A7A5317BD9E,1,15,46,0,Pct,34,1.58,37,0.2
B931854C-5761-EC53-4AB5-1F8BE2EC5263,89,12,8,4,Pct,355,2.58,7,0
ABA36CC9-9667-EDCD-1767-6CBC5251CA2C,30,6,98,15,Amt,1310,2.02,50,0.05
68FAB7B6-EECA-16FA-D87E-5F92F1A2CCCC,94,4,59,10,Amt,1190,1.10,42,0.075
912CC036-E968-63BD-29B9-F44CD6C838D6,27,16,84,5,Amt,1543,2.17,264,0.075
75DB8C8C-1A3D-E45B-E5CC-D55747EDCE3F,25,16,44,11,Amt,1239,3.23,163,0.05
49B72E20-93A7-7ACB-4AED-FDA9C268148A,69,4,7,16,Amt,462,2.22,183,0.175
2FA24860-ED04-5B6A-4040-545F0BB8B31D,6,6,74,18,Amt,867,2.99,157,0.175
95E42B24-133D-10D5-AB88-F45B9942AD09,34,19,27,8,Amt,543,4.83,109,0.2
5EE148FD-0466-E0A0-640F-297733087430,92,15,62,9,Pct,1213,2.92,48,0.05
A27AA5EF-D9EB-174E-2FBC-5A4E7788EA39,14,8,100,19,Pct,1500,4.97,66,0
A40E8EF6-42FD-2FD1-C2E5-6221A0B959E2,71,15,21,11,Pct,1349,4.55,83,0
0FCD05BF-5023-3825-1EDD-811E66C4EF32,2,19,20,5,Amt,1442,3.21,8,0.05
6F3B15C9-4726-0D16-2CF8-59BFC5CC676A,64,1,90,1,Pct,534,4.80,39,0.2
48CE345B-55EA-4472-692C-8D1B0D9FE5CF,86,1,47,15,Amt,1101,2.80,69,0.175
899974E5-50B4-B14A-824B-AA3F6200BA9F,31,1,97,11,Amt,337,2.55,298,0
14054E66-8B12-2576-9E0F-6DA5453C8CC9,11,16,74,12,Pct,1245,1.63,151,0.175
D7EA5B30-7E5B-E198-C0F2-B3302BB94705,9,17,97,0,Amt,1013,4.92,120,0.2
8023500D-DE88-43EF-633D-71B436FF4BED,21,20,38,1,Pct,226,3.39,77,0
399852EB-FD09-0675-26D5-AD6239A4B9B5,17,12,38,3,Pct,50,4.97,128,0.175
D812BC66-00E3-558F-E8A5-8FB76CE14D4F,95,19,97,15,Amt,1264,2.43,236,0.2
64303549-6680-314A-6D8E-DD81D3F3B163,32,1,11,3,Pct,470,1.35,273,0.175
82DA6B29-9097-70C5-5E9A-D85F60BB084A,54,7,94,1,Amt,75,3.72,22,0.2
838AB6DA-A8F2-FA52-26DE-7262DB84BCE9,4,17,16,18,Amt,415,3.23,195,0.175
65A074AC-DEBC-C5C2-5973-B79C84F59BA7,23,13,71,0,Pct,1083,4.01,107,0
5E4A3E2F-1AB0-7B95-033B-21431BEE9CE9,9,4,42,13,Pct,729,1.51,165,0.175
B9CDACE1-6F15-B60E-DF23-4497E3CA3C1C,38,2,87,2,Pct,742,3.97,200,0.075
293407FB-2AE1-F707-120A-0A29A98BF8D5,33,10,88,5,Amt,1086,2.94,209,0
F296BC18-4E0B-9CFF-7ADF-7E68CB4CFCEA,70,5,19,17,Pct,32,3.67,282,0
64B1C320-2436-3309-B04B-FA992CC764BF,19,10,59,14,Pct,141,3.34,256,0.05
D70426C9-7BB0-429E-CBE0-640DEE899B8B,21,15,1,10,Amt,961,3.81,26,0.05
