LEAD_TK,ASS_NUM,PRO_NUM,CON_NUM
3212,7,13,27
3213,2,19,24
3214,6,20,24
3215,7,12,21
3216,1,12,29
3217,4,19,21
3218,8,13,24
3219,4,15,23
3220,1,12,29
3221,2,11,24
3222,2,18,29
3223,4,12,25
3224,3,17,21
3225,4,17,24
3226,3,16,30
3227,7,16,24
3228,5,16,29
3229,1,15,27
3230,4,19,25
3231,6,20,24
3232,3,20,24
3233,6,13,23
3234,8,14,24
3235,2,19,27
3236,7,11,24
3237,3,12,24
3238,9,13,23
3239,7,17,30
3240,5,15,23
3241,10,11,25
3242,4,13,21
3243,9,19,25
3244,7,14,26
3245,6,16,22
3246,8,20,24
3247,5,14,27
3248,10,12,29
3249,2,15,26
3250,2,20,24
3251,8,12,25
3252,9,18,28
3253,3,13,25
3254,5,20,27
3255,10,19,24
3256,8,17,30
3257,3,11,27
3258,9,20,24
3259,3,15,23
3260,3,13,29
3261,10,17,27
3262,7,19,28
3263,7,19,30
3264,1,17,23
3265,5,20,24
3266,6,14,24
3267,4,18,24
3268,6,12,21
3269,10,16,24
3270,1,11,29
3271,2,11,23
3272,7,11,22
3273,9,12,24
3274,2,17,22
3275,9,19,24
3276,10,17,26
3277,9,15,23
3278,9,13,28
3279,9,14,23
3280,7,17,26
3281,1,14,27
3282,3,16,29
3283,4,19,21
3284,2,14,29
3285,5,12,30
3286,1,16,26
3287,9,16,29
3288,3,15,27
3289,6,17,29
3290,8,11,22
3291,4,20,22
3292,5,18,27
3293,10,11,27
3294,5,20,29
3295,6,17,30
3296,8,18,25
3297,7,15,25
3298,7,14,22
3299,8,16,22
3300,9,17,28
3301,3,17,23
3302,9,13,29
3303,3,19,25
3304,10,13,30
3305,9,18,26
3306,5,18,23
3307,8,13,26
3308,10,19,23
3309,4,14,26
3310,2,18,25
3311,6,17,30
3312,1,15,26
3313,4,11,27
3314,3,20,24
3315,4,16,27
3316,6,14,21
3317,5,16,29
3318,4,20,25
3319,7,12,30
3320,2,20,28
3321,8,18,22
3322,1,14,25
3323,10,16,26
3324,1,18,30
3325,1,20,29
3326,1,20,30
3327,2,14,22
3328,3,16,29
3329,6,14,21
3330,4,12,24
3331,8,11,23
3332,8,14,22
3333,7,16,24
3334,1,12,24
3335,2,17,21
3336,7,20,21
3337,9,12,28
3338,6,11,21
3339,10,13,29
3340,6,20,22
3341,2,18,28
3342,4,15,21
3343,1,20,29
3344,3,11,30
3345,9,12,23
3346,2,18,22
3347,3,17,26
3348,10,11,22
3349,4,12,23
3350,3,16,24
3351,1,20,21
3352,1,17,26
3353,7,17,21
3354,7,14,27
3355,6,12,25
3356,3,20,21
3357,4,17,24
3358,3,17,29
3359,1,11,24
3360,9,18,22
3361,4,15,23
3362,3,11,26
3363,2,13,28
3364,5,15,21
3365,10,13,24
3366,6,11,27
3367,10,11,23
3368,9,19,21
3369,1,20,23
3370,7,20,26
3371,4,18,29
3372,2,13,25
3373,4,13,28
3374,1,15,21
3375,3,13,22
3376,8,17,29
3377,4,16,21
3378,7,15,26
3379,8,20,27
3380,1,19,21
3381,5,18,26
3382,6,20,27
3383,10,20,29
3384,6,17,30
3385,4,13,29
3386,7,18,25
3387,3,18,21
3388,1,13,23
3389,6,19,25
3390,4,17,22
3391,5,15,22
3392,6,17,24
3393,1,18,27
3394,6,19,29
3395,3,15,29
3396,8,13,21
3397,5,11,30
3398,10,19,27
3399,4,12,26
3400,3,13,26
3401,5,20,22
3402,7,15,25
3403,10,11,29
3404,1,12,26
3405,3,11,29
3406,5,14,22
3407,10,12,22
3408,7,15,25
3409,1,13,29
3410,4,14,23
3411,1,16,22
3412,4,18,30
3413,10,13,25
3414,7,14,25
3415,6,14,23
3416,4,12,29
3417,4,16,23
3418,4,17,23
3419,9,18,27
3420,2,14,27
3421,8,20,21
3422,3,14,28
3423,8,15,27
3424,6,13,28
3425,9,11,23
3426,8,13,25
3427,3,11,24
3428,7,11,24
3429,6,11,29
3430,5,13,22
3431,8,12,22
3432,4,17,27
3433,5,16,27
3434,8,19,28
3435,7,19,27
3436,9,14,30
3437,2,17,24
3438,4,18,30
3439,1,12,23
3440,6,17,29
3441,9,16,27
3442,4,13,27
3443,9,17,28
3444,2,14,28
3445,8,11,26
3446,8,13,24
3447,10,13,21
3448,3,15,23
3449,8,19,26
3450,8,14,23
3451,10,15,21
3452,8,12,27
3453,2,13,23
3454,7,15,22
3455,1,15,21
3456,6,12,23
3457,3,13,22
3458,2,16,25
3459,3,17,28
3460,2,12,23
3461,5,17,22
3462,7,19,24
3463,4,19,30
3464,5,18,25
3465,8,20,22
3466,1,13,29
3467,7,11,30
3468,2,12,27
3469,5,13,27
3470,9,14,22
3471,9,11,29
3472,9,19,24
3473,2,15,21
3474,3,18,30
3475,1,12,24
3476,9,12,27
3477,2,20,27
3478,9,16,24
3479,1,19,22
3480,1,18,22
3481,4,13,21
3482,3,11,22
3483,8,16,22
3484,7,12,28
3485,5,14,21
3486,4,12,27
3487,1,18,28
3488,8,17,25
3489,9,15,30
3490,5,15,23
3491,9,13,29
3492,10,19,21
3493,2,11,28
3494,2,19,30
3495,6,12,21
3496,7,11,23
3497,9,15,27
3498,5,15,28
3499,8,16,23
3500,4,20,24
3501,9,14,21
3502,5,13,25
3503,5,12,22
3504,6,15,28
3505,4,11,22
3506,6,18,24
3507,10,14,24
3508,4,18,21
3509,7,15,30
3510,5,13,30
3511,1,12,27
3512,3,12,24
3513,6,15,28
3514,10,20,25
3515,2,20,23
3516,4,17,24
3517,1,14,24
3518,10,13,29
3519,5,15,23
3520,3,12,29
3521,7,11,24
3522,2,16,30
3523,4,14,29
3524,2,15,23
3525,6,12,22
3526,1,16,25
3527,4,15,30
3528,9,20,24
3529,3,18,28
3530,5,11,29
3531,8,11,26
3532,9,16,30
3533,7,12,30
3534,8,15,28
3535,6,15,28
3536,3,17,24
3537,6,20,30
3538,6,11,28
3539,10,15,25
3540,2,14,26
3541,5,19,30
3542,6,13,27
3543,9,17,29
3544,4,20,24
3545,6,13,27
3546,3,17,30
3547,5,16,25
3548,3,12,25
3549,3,20,21
3550,3,14,29
3551,2,19,21
3552,6,11,30
3553,10,15,27
3554,6,19,27
3555,1,13,24
3556,5,19,30
3557,2,12,27
3558,3,11,28
3559,2,13,26
3560,8,20,28
3561,3,15,24
3562,9,15,28
3563,1,20,23
3564,4,14,27
3565,9,20,22
3566,2,13,26
3567,4,16,30
3568,5,11,25
3569,8,18,29
3570,4,19,25
3571,3,19,29
3572,9,15,29
3573,2,20,25
3574,6,19,29
3575,3,13,25
3576,3,18,27
3577,10,20,30
3578,8,20,25
3579,2,11,29
3580,3,13,22
3581,7,16,25
3582,8,15,28
3583,10,18,26
3584,9,18,25
3585,5,19,21
3586,2,11,24
3587,8,19,30
3588,10,16,22
3589,10,17,29
3590,10,12,21
3591,9,12,27
3592,7,11,30
3593,9,11,21
3594,9,15,23
3595,3,11,27
3596,10,13,30
3597,9,20,23
3598,2,15,21
3599,10,16,25
3600,5,18,21
3601,5,16,28
3602,5,20,25
3603,5,16,24
3604,8,17,28
3605,1,19,21
3606,5,14,29
3607,4,12,29
3608,3,16,29
3609,2,18,25
3610,6,14,25
3611,5,12,23
3612,8,14,27
3613,2,19,26
3614,9,13,30
3615,2,13,29
3616,4,15,29
3617,3,20,22
3618,10,17,28
3619,2,15,27
3620,1,18,22
3621,8,15,27
3622,1,15,22
3623,9,14,21
3624,4,11,30
3625,2,13,28
3626,2,13,27
3627,5,15,25
3628,1,12,29
3629,3,18,28
3630,4,13,28
3631,4,20,23
3632,1,18,26
3633,8,17,23
3634,10,15,30
3635,2,18,28
3636,6,11,25
3637,7,17,27
3638,1,13,25
3639,2,13,23
3640,2,13,23
3641,4,16,29
3642,7,15,26
3643,7,16,23
3644,5,16,22
3645,8,16,28
3646,6,12,22
3647,6,19,28
3648,5,16,21
3649,2,19,28
3650,3,20,24
3651,8,17,28
3652,3,18,27
3653,5,18,26
3654,4,13,27
3655,8,18,26
3656,10,14,30
3657,5,13,21
3658,10,13,27
3659,5,20,25
3660,5,18,29
3661,4,18,30
3662,6,20,28
3663,7,13,24
3664,5,12,21
3665,1,14,30
3666,9,13,22
3667,5,14,26
3668,8,11,28
3669,6,16,27
3670,1,13,28
3671,1,20,23
3672,3,15,21
3673,5,13,25
3674,8,11,23
3675,9,18,25
3676,3,19,30
3677,7,14,29
3678,10,14,21
3679,5,12,30
3680,8,11,23
3681,7,14,29
3682,3,20,23
3683,7,16,28
3684,10,14,23
3685,4,11,24
3686,10,16,30
3687,7,19,22
3688,3,15,29
3689,9,14,25
3690,8,15,29
3691,3,13,26
3692,4,17,24
3693,7,20,21
3694,8,13,23
3695,5,15,29
3696,4,17,23
3697,1,13,22
3698,2,15,21
3699,5,19,28
3700,5,18,27
3701,6,18,28
3702,10,13,29
3703,6,11,21
3704,6,14,27
3705,8,15,28
3706,4,18,22
3707,4,20,25
3708,9,18,26
3709,6,11,24
3710,7,18,24
3711,5,14,24
3712,3,16,24
3713,5,13,24
3714,3,19,26
3715,8,20,24
3716,5,12,25
3717,2,13,24
3718,2,20,29
3719,9,11,28
3720,6,18,28
3721,7,17,26
3722,7,11,29
3723,6,18,23
3724,6,11,25
3725,2,18,21
3726,4,12,28
3727,2,12,26
3728,6,19,26
3729,9,13,30
3730,10,13,27
3731,1,18,27
3732,5,17,23
3733,1,18,22
3734,3,20,25
3735,7,19,30
3736,1,16,29
3737,3,17,21
3738,3,13,30
3739,6,14,24
3740,3,11,26
3741,9,16,26
3742,7,12,25
3743,3,14,23
3744,4,18,27
3745,8,11,27
3746,2,13,27
3747,10,16,28
3748,7,16,29
3749,4,11,30
3750,2,17,28
3751,9,18,22
3752,10,18,21
3753,3,16,27
3754,8,14,25
3755,10,12,21
3756,2,15,22
3757,10,19,22
3758,6,13,24
3759,9,13,22
3760,10,16,30
3761,6,15,21
3762,1,16,29
3763,7,18,29
3764,6,18,26
3765,9,20,26
3766,10,13,28
3767,8,17,23
3768,9,16,21
3769,10,16,27
3770,4,16,29
3771,8,20,22
3772,5,16,25
3773,6,20,21
3774,4,20,25
3775,5,12,26
3776,5,18,25
3777,6,11,27
3778,8,15,23
3779,8,18,26
3780,6,13,23
3781,4,15,30
3782,9,16,21
3783,3,17,30
3784,7,17,21
3785,9,15,30
3786,2,12,26
3787,10,20,30
3788,1,14,22
3789,4,12,26
3790,2,12,25
3791,5,19,26
3792,2,20,27
3793,9,16,22
3794,8,19,24
3795,2,13,28
3796,3,19,23
3797,3,16,25
3798,1,11,27
3799,5,18,21
3800,10,13,23
3801,7,17,22
3802,8,17,25
3803,7,20,30
3804,7,12,23
3805,4,11,22
3806,7,19,21
3807,8,15,29
3808,3,16,26
3809,6,14,22
3810,5,14,27
3811,6,13,21
3812,4,17,29
3813,5,14,30
3814,4,17,23
3815,5,19,29
3816,8,20,28
3817,1,20,30
3818,5,17,24
3819,7,17,29
3820,2,18,21
3821,3,13,22
3822,1,20,26
3823,1,13,26
3824,10,17,24
3825,3,15,21
3826,1,15,24
3827,2,18,30
3828,4,17,29
3829,3,15,22
3830,3,13,23
3831,10,11,30
3832,4,14,30
3833,9,11,21
3834,10,14,23
3835,3,15,30
3836,5,18,21
3837,9,20,26
3838,5,13,21
3839,7,19,22
3840,9,19,29
3841,4,16,22
3842,7,19,23
3843,7,12,27
3844,7,19,28
3845,10,13,30
3846,7,17,30
3847,7,20,30
3848,5,20,25
3849,4,20,26
3850,6,12,26
3851,6,18,23
3852,10,16,24
3853,2,17,24
3854,10,15,22
3855,10,11,24
3856,6,19,23
3857,2,16,25
3858,2,17,27
3859,1,20,26
3860,5,20,23
3861,7,13,26
3862,6,11,27
3863,1,14,26
3864,4,19,27
3865,7,15,25
3866,8,20,25
3867,9,17,23
3868,5,11,21
3869,4,16,30
3870,7,12,23
3871,5,11,22
3872,2,13,22
3873,3,13,29
3874,8,18,30
3875,3,15,25
3876,9,20,27
3877,8,13,21
3878,8,17,23
3879,8,14,26
3880,1,11,23
3881,1,17,23
3882,8,12,23
3883,6,19,22
3884,10,15,22
3885,10,17,28
3886,6,20,21
3887,3,15,25
3888,6,12,30
3889,9,18,22
3890,2,15,23
3891,4,12,27
3892,8,20,25
3893,6,19,22
3894,8,15,25
3895,2,13,22
3896,5,20,28
3897,3,20,28
3898,3,18,29
3899,5,17,23
3900,3,16,21
3901,5,17,22
3902,9,16,29
3903,3,17,29
3904,7,16,28
3905,3,12,26
3906,10,15,30
3907,7,15,23
3908,5,15,29
3909,2,11,28
3910,8,17,28
3911,9,17,22
3912,6,11,24
3913,5,11,26
3914,9,18,26
3915,3,12,24
3916,7,17,24
3917,9,18,23
3918,1,12,23
3919,5,16,22
3920,1,11,26
3921,5,13,29
3922,9,13,29
3923,2,14,21
3924,7,13,23
3925,9,15,28
3926,6,14,28
3927,9,19,29
3928,8,15,22
3929,4,17,24
3930,10,18,30
3931,3,15,25
3932,8,14,25
3933,9,11,25
3934,6,12,26
3935,3,17,27
3936,7,18,28
3937,8,20,30
3938,4,19,22
3939,9,11,25
3940,5,20,23
3941,8,16,21
3942,7,16,27
3943,6,17,28
3944,8,15,22
3945,8,14,22
3946,2,13,25
3947,10,16,22
3948,3,18,27
3949,2,14,27
3950,1,17,29
3951,3,13,21
3952,7,14,21
3953,4,13,26
3954,4,14,21
3955,1,15,25
3956,7,12,21
3957,5,19,25
3958,3,20,22
3959,2,12,27
3960,6,15,23
3961,2,14,27
3962,6,13,27
3963,9,11,25
3964,3,16,23
3965,5,15,28
3966,8,12,27
3967,7,16,26
3968,8,15,22
3969,3,11,21
3970,4,15,23
3971,5,15,23
3972,9,17,22
3973,1,13,27
3974,9,13,25
3975,8,17,22
3976,3,14,25
3977,4,11,22
3978,5,19,23
3979,3,14,30
3980,8,11,23
3981,6,20,22
3982,4,16,21
3983,6,20,30
3984,7,16,29
3985,10,16,30
3986,6,20,21
3987,6,15,23
3988,7,16,21
3989,1,17,23
3990,6,16,21
3991,10,17,29
3992,3,14,27
3993,10,14,30
3994,1,17,24
3995,9,15,29
3996,1,12,24
3997,3,18,23
3998,2,13,26
3999,9,16,23
4000,4,15,23
4001,3,20,27
4002,3,18,29
4003,2,15,21
4004,6,15,25
4005,2,18,29
4006,7,11,24
4007,8,15,22
4008,3,14,24
4009,6,13,24
4010,7,18,26
4011,2,19,25
4012,2,19,30
4013,2,11,27
4014,6,16,23
4015,1,13,28
4016,3,16,22
4017,2,17,26
4018,8,12,30
4019,4,13,28
4020,3,11,26
4021,2,13,28
4022,10,15,25
4023,9,12,27
4024,9,13,30
4025,1,19,26
4026,7,14,23
4027,7,15,23
4028,5,12,27
4029,10,18,26
4030,7,20,30
4031,5,15,30
4032,3,13,28
4033,9,14,26
4034,8,11,25
4035,6,14,23
4036,2,12,22
4037,2,14,30
4038,7,16,23
4039,8,11,27
4040,7,19,26
4041,6,12,25
4042,5,18,30
4043,7,20,22
4044,7,18,29
4045,4,19,21
4046,5,18,21
4047,6,20,24
4048,8,13,21
4049,5,14,21
4050,4,12,25
4051,7,19,27
4052,6,19,30
4053,1,14,22
4054,8,14,25
4055,9,14,29
4056,1,15,30
4057,2,15,24
4058,1,16,27
4059,1,12,23
4060,8,15,29
4061,5,18,28
4062,7,14,24
4063,2,19,24
4064,10,14,26
4065,9,12,22
4066,5,11,24
4067,9,19,23
4068,5,14,29
4069,7,17,26
4070,3,12,27
4071,7,17,21
4072,4,20,28
4073,5,11,30
4074,9,11,26
4075,4,15,29
4076,7,20,24
4077,6,18,26
4078,7,20,29
4079,2,18,24
4080,7,18,29
4081,5,14,21
4082,2,18,26
4083,1,20,22
4084,4,18,29
4085,4,18,27
4086,3,20,28
4087,2,19,26
4088,2,13,24
4089,5,12,23
4090,3,17,22
4091,4,14,21
4092,4,14,29
4093,8,15,24
4094,10,19,26
4095,3,17,23
4096,3,16,21
4097,1,16,22
4098,6,13,30
4099,3,19,27
4100,3,11,25
4101,4,18,28
4102,6,20,28
4103,8,15,25
4104,4,19,30
4105,1,19,25
4106,8,15,25
4107,10,19,30
4108,1,18,27
4109,8,11,27
4110,3,12,29
4111,1,18,22
4112,3,16,26
4113,5,17,28
4114,10,19,28
4115,2,18,27
4116,7,12,26
4117,4,13,25
4118,1,17,30
4119,5,12,24
4120,2,19,23
4121,5,14,21
4122,10,15,29
4123,3,19,25
4124,6,15,29
4125,6,11,28
4126,7,19,27
4127,1,16,25
4128,6,12,23
4129,3,12,26
4130,6,18,26
4131,4,17,27
4132,8,16,30
4133,3,19,29
4134,5,16,23
4135,2,18,28
4136,1,19,25
4137,1,18,24
4138,10,19,25
4139,8,13,21
4140,1,18,23
4141,2,12,23
4142,6,13,23
4143,3,12,29
4144,6,14,25
4145,6,20,24
4146,4,12,30
4147,6,16,30
4148,5,19,28
4149,10,15,30
4150,3,12,23
4151,7,17,29
4152,1,19,27
4153,10,16,26
4154,1,15,27
4155,5,19,21
4156,8,12,26
4157,8,19,28
4158,7,13,21
4159,3,12,29
4160,2,18,28
4161,2,11,21
4162,5,14,29
4163,9,16,28
4164,4,13,25
4165,7,11,24
4166,2,18,27
4167,4,12,29
4168,3,18,28
4169,6,17,22
4170,8,19,21
4171,3,13,21
4172,9,14,29
4173,3,15,24
4174,5,11,25
4175,9,15,24
4176,5,18,26
4177,1,20,27
4178,3,13,21
4179,1,15,25
4180,2,14,27
4181,1,20,25
4182,8,17,21
4183,2,12,28
4184,5,13,29
4185,1,16,26
4186,7,14,30
4187,4,12,24
4188,3,17,30
4189,7,12,29
4190,6,19,24
4191,6,17,28
4192,7,20,22
4193,2,11,22
4194,2,11,28
4195,8,20,24
4196,4,17,26
4197,1,17,25
4198,4,17,22
4199,9,11,24
4200,3,17,25
4201,10,12,24
4202,8,14,26
4203,5,18,22
4204,2,18,27
4205,5,12,22
4206,1,14,23
4207,8,17,23
4208,6,11,30
4209,1,11,28
4210,2,11,25
4211,5,16,27
4212,1,15,29
4213,4,15,23
4214,5,19,23
4215,4,12,21
4216,3,18,25
4217,6,12,29
4218,1,16,30
4219,3,16,22
4220,10,12,27
4221,1,18,27
4222,5,11,23
4223,7,16,23
4224,5,13,21
4225,10,19,25
4226,10,12,25
4227,9,20,24
4228,8,12,23
4229,5,16,24
4230,8,18,22
4231,4,17,26
4232,10,14,21
4233,5,18,21
4234,5,16,29
4235,2,16,21
4236,5,19,27
4237,1,14,23
4238,7,19,22
4239,1,19,24
4240,2,19,30
4241,7,16,27
4242,3,20,26
4243,8,15,27
4244,4,14,26
4245,6,17,22
4246,8,11,28
4247,4,12,26
4248,10,15,30
4249,3,12,27
4250,5,18,28
4251,2,13,21
4252,9,11,28
4253,6,16,22
4254,4,11,30
4255,6,18,21
4256,1,18,28
4257,4,14,29
4258,6,11,26
4259,1,11,29
4260,7,13,21
4261,5,16,27
4262,9,13,30
4263,5,14,28
4264,3,17,26
4265,10,18,27
4266,5,20,23
4267,3,20,28
4268,5,13,28
4269,4,16,24
4270,7,11,25
4271,4,11,27
4272,6,11,27
4273,9,16,30
4274,3,17,23
4275,2,12,23
4276,6,17,30
4277,9,18,27
4278,6,19,28
4279,10,16,26
4280,3,19,29
4281,3,14,23
4282,8,12,24
4283,10,17,27
4284,10,17,26
4285,4,20,27
4286,3,19,23
4287,5,19,23
4288,10,12,24
4289,3,12,26
4290,8,11,26
4291,4,13,25
4292,9,13,22
4293,8,17,29
4294,8,14,29
4295,2,16,29
4296,4,13,24
4297,5,11,25
4298,7,20,27
4299,5,11,25
4300,4,14,29
4301,6,18,22
4302,5,17,29
4303,7,11,28
4304,1,18,22
4305,1,17,29
4306,6,14,21
4307,7,11,25
4308,1,15,28
4309,9,19,22
4310,4,14,29
4311,6,17,26
4312,8,12,26
4313,3,16,30
4314,10,15,22
4315,3,13,25
4316,7,17,30
4317,7,13,28
4318,2,13,22
4319,10,17,28
4320,1,11,23
4321,10,14,28
4322,4,15,23
4323,10,19,27
4324,1,20,29
4325,1,20,23
4326,4,19,30
4327,3,11,22
4328,10,16,24
4329,4,11,28
4330,4,19,26
4331,6,12,26
4332,4,14,28
4333,10,20,29
4334,1,13,24
4335,8,17,27
4336,5,18,23
4337,1,15,21
4338,10,17,25
4339,6,19,29
4340,8,17,25
4341,4,12,25
4342,1,12,28
4343,3,20,21
4344,9,20,23
4345,2,15,26
4346,6,19,25
4347,10,14,26
4348,7,20,29
4349,8,18,26
4350,7,17,25
4351,6,17,22
4352,7,17,25
4353,4,18,27
4354,10,11,25
4355,7,14,23
4356,8,14,28
4357,8,12,27
4358,9,19,26
4359,4,18,29
4360,1,18,29
4361,8,15,26
4362,4,19,25
4363,2,14,28
4364,6,12,26
4365,3,20,28
4366,1,16,27
4367,9,19,26
4368,2,16,29
4369,3,13,27
4370,7,15,22
4371,5,15,27
4372,4,11,28
4373,4,11,26
4374,6,14,27
4375,3,14,21
4376,10,15,22
4377,6,15,26
4378,1,14,21
4379,10,17,26
4380,10,19,27
4381,7,20,22
4382,6,12,23
4383,5,15,22
4384,2,16,27
4385,5,16,27
4386,8,20,29
4387,4,19,24
4388,5,12,22
4389,10,13,21
4390,9,20,24
4391,2,18,23
4392,10,16,21
4393,8,17,27
4394,9,11,26
4395,5,11,23
4396,3,13,30
4397,1,11,24
4398,3,20,23
4399,4,17,26
4400,8,20,24
4401,1,17,21
4402,7,15,30
4403,10,11,28
4404,5,16,26
4405,5,17,27
4406,9,18,24
4407,6,17,29
4408,6,14,27
4409,4,13,28
4410,10,17,30
4411,4,20,29
4412,9,17,24
4413,5,19,24
4414,6,19,29
4415,7,19,25
4416,3,17,24
4417,8,16,21
4418,9,15,21
4419,6,13,28
4420,2,16,23
4421,1,15,25
4422,10,17,21
4423,5,17,29
4424,8,17,25
4425,3,20,24
4426,5,20,30
4427,8,13,26
4428,3,16,24
4429,8,13,23
4430,4,16,24
4431,3,16,21
4432,4,20,23
4433,9,12,30
4434,10,16,23
4435,5,18,25
4436,9,12,26
4437,8,20,30
4438,5,13,25
4439,6,17,21
4440,9,15,28
4441,4,12,26
4442,1,15,22
4443,2,13,23
4444,7,15,27
4445,10,13,29
4446,8,18,30
4447,8,11,29
4448,2,15,26
4449,7,16,25
4450,4,16,26
4451,4,11,29
4452,6,12,30
4453,2,19,29
4454,6,18,26
4455,8,18,23
4456,1,14,21
4457,4,11,29
4458,5,11,21
4459,7,11,25
4460,2,17,28
4461,4,18,29
4462,10,12,26
4463,1,12,21
4464,2,12,22
4465,6,11,23
4466,9,14,22
4467,9,12,26
4468,3,14,21
4469,2,11,28
4470,9,19,30
4471,3,20,24
4472,3,18,22
4473,10,11,29
4474,3,11,27
4475,7,13,28
4476,4,16,21
4477,8,12,25
4478,7,14,28
4479,3,16,23
4480,1,20,22
4481,4,19,30
4482,9,20,22
4483,3,11,28
4484,9,18,22
4485,9,11,27
4486,10,12,27
4487,3,12,22
4488,5,17,21
4489,4,15,25
4490,7,11,27
4491,3,16,23
4492,2,12,25
4493,7,17,29
4494,7,13,29
4495,7,17,27
4496,1,13,24
4497,9,11,30
4498,6,13,24
4499,7,14,28
4500,7,18,26
4501,10,17,25
4502,8,13,26
4503,10,20,23
4504,4,15,24
4505,2,14,21
4506,2,12,29
4507,1,20,28
4508,4,12,23
4509,1,16,23
4510,10,14,21
4511,3,16,28
4512,1,18,25
4513,6,17,21
4514,1,18,23
4515,2,17,23
4516,9,14,24
4517,3,18,27
4518,4,12,27
4519,10,19,23
4520,2,17,22
4521,10,19,23
4522,2,11,21
4523,1,15,22
4524,4,15,27
4525,1,13,21
4526,9,16,30
4527,7,14,21
4528,3,13,26
4529,6,12,30
4530,9,16,24
4531,10,17,24
4532,4,12,21
4533,6,12,23
4534,1,11,26
4535,5,14,24
4536,9,19,27
4537,2,12,30
4538,8,18,28
4539,9,19,21
4540,4,18,27
4541,3,17,29
4542,8,16,26
4543,9,16,29
4544,4,13,29
4545,10,19,21
4546,2,15,26
4547,3,12,27
4548,10,18,21
4549,5,17,28
4550,2,16,29
4551,8,13,28
4552,6,17,24
4553,3,16,25
4554,2,20,24
4555,10,19,22
4556,8,14,22
4557,1,12,22
4558,2,11,23
4559,5,14,25
4560,6,16,29
4561,3,12,28
4562,6,14,30
4563,9,17,29
4564,9,19,23
4565,3,14,26
4566,10,11,22
4567,3,17,29
4568,3,11,27
4569,4,15,30
4570,9,20,24
4571,6,13,30
4572,8,20,24
4573,3,13,29
4574,4,16,25
4575,1,19,26
4576,5,15,28
4577,7,16,28
4578,3,19,28
4579,9,15,30
4580,6,18,27
4581,7,14,21
4582,4,14,25
4583,9,13,28
4584,3,11,26
4585,5,16,24
4586,7,15,28
4587,6,16,24
4588,1,16,28
4589,7,20,22
4590,5,20,25
4591,6,20,29
4592,6,18,22
4593,6,11,22
4594,7,16,22
4595,8,17,28
4596,9,18,21
4597,9,11,28
4598,9,17,30
4599,3,15,24
4600,9,11,24
4601,3,14,30
4602,2,20,23
4603,3,19,29
4604,8,13,23
4605,4,11,26
4606,9,19,26
4607,10,17,21
4608,2,13,22
4609,6,18,25
4610,2,11,23
4611,7,11,30
4612,6,14,24
4613,7,14,25
4614,2,17,21
4615,5,12,28
4616,3,16,22
4617,10,20,28
4618,9,20,22
4619,9,17,24
4620,7,15,24
4621,7,12,23
4622,2,16,24
4623,7,20,29
4624,8,19,30
4625,6,13,30
4626,4,13,22
4627,9,12,25
4628,2,13,29
4629,2,15,22
4630,2,12,26
4631,9,16,25
4632,9,14,30
4633,1,12,30
4634,9,19,27
4635,1,20,22
4636,4,20,24
4637,3,17,28
4638,6,18,26
4639,1,18,24
4640,1,12,27
4641,5,15,27
4642,10,13,23
4643,2,16,26
4644,10,16,21
4645,7,15,26
4646,3,18,28
4647,4,20,21
4648,7,14,27
4649,7,14,29
4650,6,14,25
4651,1,17,22
4652,6,19,30
4653,4,16,21
4654,7,16,22
4655,5,14,26
4656,8,15,30
4657,10,18,27
4658,5,19,26
4659,3,17,23
4660,5,12,25
4661,2,19,25
4662,6,12,25
4663,3,12,25
4664,4,16,25
4665,10,18,25
4666,5,14,24
4667,8,12,27
4668,1,16,29
4669,7,16,28
4670,6,15,25
4671,3,13,25
4672,9,20,26
4673,5,12,24
4674,3,16,29
4675,3,14,24
4676,1,15,28
4677,3,18,22
4678,10,19,21
4679,8,20,21
4680,10,15,29
4681,3,17,24
4682,9,15,30
4683,2,17,26
4684,6,13,22
4685,5,17,28
4686,7,15,26
4687,10,18,30
4688,9,19,22
4689,2,16,27
4690,6,13,28
4691,2,15,24
4692,10,14,23
4693,2,13,27
4694,3,17,29
4695,9,20,27
4696,4,16,24
4697,3,20,28
4698,10,14,23
4699,4,14,21
4700,3,16,25
4701,3,11,25
4702,9,20,29
4703,1,14,22
4704,4,18,30
4705,5,16,24
4706,7,20,28
4707,4,15,28
4708,7,13,22
4709,5,15,22
4710,1,16,25
4711,8,13,21
4712,4,12,27
4713,8,13,24
4714,10,17,23
4715,3,17,27
4716,3,15,22
4717,3,20,29
4718,2,12,24
4719,7,16,26
4720,10,18,25
4721,5,16,25
4722,3,15,26
4723,5,11,28
4724,7,20,23
4725,3,18,29
4726,10,15,28
4727,7,15,24
4728,5,18,26
4729,3,16,29
4730,8,17,22
4731,1,14,27
4732,7,18,24
4733,1,14,29
4734,8,17,26
4735,3,13,30
4736,8,11,22
4737,3,18,26
4738,10,13,30
4739,8,16,24
4740,4,20,24
4741,9,20,21
4742,2,12,28
4743,3,18,27
4744,1,17,27
4745,1,18,29
4746,3,15,23
4747,9,16,29
4748,7,19,30
4749,3,15,30
4750,7,16,21
4751,4,20,21
4752,2,12,24
4753,10,11,21
4754,6,15,21
4755,7,16,21
4756,4,12,23
4757,9,12,29
4758,6,17,24
4759,4,17,23
4760,7,11,28
4761,9,17,24
4762,6,13,22
4763,9,17,25
