LEAD_ID|LEAD_TK_RAND|LEAD_CREATED_TK_RAND|LEAD_MODIFIED_TK_RAND|LEAD_CONVERTED_TK_RAND|CAMPAIGN_TK_RAND|ASSIGNED_USER_TK_RAND
E9C78938-A393-C2AA-A691-13FBEAE66A47|4838|463|23|194|3|8
572C45B3-3B20-D498-5792-91680E1EE09C|4839|396|71|261|1|19
0DE6F26E-1F8A-C714-2F0A-CA0115446713|4840|367|502|613|4|6
C7F71326-B35B-910D-4C15-26234A819C7B|4841|432|659|348|5|10
5ECF1061-4ECB-7DD8-E2B4-13F28ED1EA0F|4842|296|716|9|2|9
C712C367-D5B9-BB8C-16E3-88D591018504|4843|298|411|49|5|4
B58F9EE6-3818-49C8-DA24-252C91CD08CE|4844|531|348|240|4|7
B29521DC-D56B-68AB-6FCC-53667C92F952|4845|193|260|532|2|17
4610B75E-5858-E38D-BD96-8D5E04B71DC6|4846|333|75|179|1|10
92330164-C924-8BAA-6FD5-9F68AE44731A|4847|312|133|690|2|10
7ED02C64-0213-4076-EC81-A6551A8746B4|4848|295|302|194|1|1
C87D7787-FFF4-2189-FF92-BDC16F7EC839|4849|454|464|726|4|20
A8336942-65AD-652A-C297-A40AB02CCCD7|4850|194|163|558|3|7
89E9CFB4-A3AD-962B-8329-237FF347544B|4851|301|304|683|3|7
F693E303-489D-3C8D-453E-C69A4FD025B1|4852|581|98|372|3|10
F03441DC-EF7D-4A4B-ACD3-E763AA03BC81|4853|10|700|427|3|17
C6A76C53-ECE7-170F-9D76-19F914F16680|4854|516|563|717|4|14
3E87CD14-3090-70F4-C60C-01F23B908953|4855|492|499|567|5|7
EECEA5A7-17D3-06FE-8B80-05DAFE793BA3|4856|696|65|237|2|4
E97A1AF3-1BF4-D3F0-B422-7B626D7EDC15|4857|686|713|155|4|16
19689633-6DE7-53F9-9316-DD21540FBB13|4858|699|548|508|5|13
92F9D3E5-5FFB-2C01-62FB-EF4A99B659F6|4859|40|196|549|4|3
A0839699-4292-0B17-CBF2-BC335D0978CE|4860|193|174|464|2|15
A329A207-DB0C-5EFD-5C82-75F46F236C26|4861|260|79|487|5|6
DA214F81-5379-EC66-A810-3FFEBB613CDC|4862|263|77|458|1|17
4C3C88A2-280F-3168-929D-73AD32582C40|4863|438|339|131|3|17
3AC8F900-9F83-7618-9853-A757303B1B7D|4864|674|555|63|5|12
3DA60879-354D-10F5-45FA-3F173DD64411|4865|50|24|119|5|3
C533B3C8-4E7C-A87F-581D-00C71B55CAB7|4866|635|460|240|5|5
A601FBB2-5891-B99E-86B9-BE9D38E309FC|4867|651|543|671|4|10
AACD8EBF-D94B-CE79-89E1-7EC820036958|4868|83|234|487|2|4
8CE09D7C-066C-E88E-6074-F445680FFE8D|4869|264|711|297|5|3
9985986C-A180-56B0-24ED-0624F06331AF|4870|295|647|254|4|16
58998E67-0CCA-F3BB-F3D9-BE9079E7170E|4871|170|183|259|4|18
39199332-32BA-07F1-76B7-9674F3FB11BB|4872|410|433|499|2|7
4690DA13-B2A2-AFDB-A078-70D1CAE3ABB7|4873|570|189|570|4|10
90C5727B-FDFF-D35F-91A3-D2F1C4495250|4874|584|180|130|4|14
4636D0E1-D311-22D0-41D4-87CE32F1216E|4875|626|329|400|1|11
A72ADBC2-4CCA-3C39-B043-76924678EAF5|4876|214|93|253|1|17
45F7A4D7-192A-E000-31B4-67C61E5C615D|4877|454|484|496|1|7
FDA116B2-644D-421F-18BD-E76A107438FB|4878|388|532|370|3|13
B7BC726B-8B94-7179-B946-BCDB0549D43F|4879|648|7|137|2|2
6178C489-0487-6DEB-B2FF-F788F0BC4991|4880|443|174|256|3|1
FD8CCCDA-765D-9470-197A-AFBA5627F114|4881|518|410|272|3|6
6C18A515-E6B0-67FF-8FD9-211220429311|4882|431|621|256|2|2
B6F0F602-2C5E-1E91-8BCB-F5DCF906078B|4883|213|632|395|2|11
A069FC77-97F7-018D-AD1B-0DFB950D4616|4884|330|109|306|4|15
E08EA759-BFAA-C50C-576A-FD16A688B8BE|4885|146|547|196|3|18
61A09BE1-C4DF-82C0-1BAA-1452AF8CF16C|4886|43|573|453|3|16
7A925143-F6B5-81DE-B842-36979484E56B|4887|300|294|71|3|12
172B143E-B8E6-2AE5-478C-D5A3BB60245E|4888|399|677|400|3|1
B5749887-F194-4600-754D-B6906BB17741|4889|536|714|611|3|8
55ADAFC7-02AD-487B-63BC-0F73ED3E5C1C|4890|520|477|621|3|9
BF660817-CAEB-BD6C-AAAE-BB4BCE1BD149|4891|451|557|140|5|11
C0EE5E4D-130C-EFA0-4AEE-B103E5D61E34|4892|646|223|483|5|20
0E5C1648-204B-1883-006B-D011C178622A|4893|619|189|504|3|9
EA86B4B6-DF72-4266-C797-243D46EC1B1A|4894|182|288|443|3|19
CE7B63ED-FF46-329C-2184-61305B582377|4895|300|282|720|1|5
08B0B001-9089-8E1C-4B44-238BDCA33392|4896|649|629|262|1|18
A5C0E0C1-AC48-7393-EC92-C9FBF47DA6E2|4897|238|716|388|3|19
01B01ED0-A6F2-BEAD-9367-0894CF3C6E76|4898|597|273|80|5|7
450A5683-93B1-DF13-23C6-EE1F2BE8BE67|4899|274|42|573|5|3
6649E8B4-E3AA-5BA0-9228-37A63805E776|4900|402|365|280|3|9
09EF5F92-8673-28D7-5BE3-AC063D3BB2BF|4901|575|308|278|3|17
2D03CA15-67DA-58EA-5291-9E8C36F46312|4902|112|452|106|2|4
91A00589-9035-2833-81FB-9D13091C74BF|4903|183|362|30|4|6
D334B48E-92F5-BA5F-7052-5E45156D124D|4904|487|634|683|3|9
EB574E7E-C399-BE62-3774-1AA5126F2242|4905|309|671|692|3|3
FB65F5C2-2129-6580-D624-099B9763A864|4906|605|602|239|2|5
F9E7B246-06ED-BF90-E414-9E89F8D23B1A|4907|481|402|477|3|2
330D845B-9F51-3EC8-C2B2-44187155321F|4908|245|268|78|2|13
7F47E0FB-C4BE-61D6-64CA-E642F711FECE|4909|306|53|408|4|15
11ED4DD9-E31D-A073-60D4-6657891F3F36|4910|624|326|37|1|11
78F44326-0928-6D38-361F-D0E2A3B2128A|4911|667|332|23|2|15
57D53C97-0DB9-AD9D-265A-37A334139F6D|4912|689|310|713|4|1
5D6C686E-5D43-CD57-75CB-FF14A3006B93|4913|243|662|180|3|8
4E21337A-77FF-6AD4-CE56-44D1AF5F5D07|4914|153|15|467|1|15
56A720CE-9639-B2E2-42DF-A7A3EA8E7628|4915|442|177|341|3|13
C228FD97-9613-E305-84F4-D312F0EB1662|4916|66|423|78|5|1
AC578716-7FB8-C5FB-38EA-7E62691B92F9|4917|702|269|168|4|14
B2AC8A09-0481-29E5-6B42-B189A3CBB377|4918|615|642|223|1|11
747B804A-F2AE-8EAC-3478-A827F234561B|4919|421|205|119|5|4
33B17809-DA87-9A18-0456-FA4533FB65FE|4920|242|481|536|5|6
A89DFE54-557D-F08A-DC8C-167CDD1892A2|4921|623|700|695|5|9
AF24FE70-848B-739B-F7B0-734AF6F18AF8|4922|46|427|73|1|2
164F31EB-3AA3-203E-B999-A53B55DD1B19|4923|136|171|563|4|3
1705047B-B1EA-39AF-9DDA-125432D643E4|4924|679|288|556|5|15
DB682D15-015F-8F31-207F-54F838A974ED|4925|168|552|661|2|1
EA730215-37E0-78EC-64E2-2F09424C73FB|4926|251|504|563|2|11
BF10535B-3C56-5118-F224-05123A7FCBA5|4927|70|488|311|1|7
261ABFAE-AE3A-C762-A4D3-1212ADC6D1D2|4928|502|324|159|2|3
2AF0213A-E834-A486-00E4-FC2FCDD2D268|4929|416|191|285|1|10
C349DBEA-2FE9-AC41-FDC3-9A2D2F8D3ED0|4930|379|603|100|1|11
5915E54E-76A4-F99D-C77B-31047110991F|4931|507|607|115|4|6
966AF0C5-5EC2-9E3C-DCA0-B03B7626BE24|4932|21|724|167|3|11
6CC7F02B-09E2-E4FC-44A0-015B831459EF|4933|216|583|508|3|16
05DE30F4-DA47-D123-5585-FDC354A463DD|4934|224|549|45|5|17
B3CB0002-58BB-8F52-0CAA-643FD419436F|4935|570|432|190|5|4
C6E2FB6A-4139-F6D3-802D-E6175EA94DC1|4936|338|141|558|3|20
F51C9DCE-E60D-4281-171F-17118A22F839|4937|286|508|725|1|20
5557E533-C085-1D01-91FE-E0A74ECF190B|4938|388|469|141|4|2
3B97BFC3-3E32-4B84-12B0-3CB9E6AA7B76|4939|636|47|683|5|11
B0FE1841-9781-B0C2-8B80-7582EB4ABF9E|4940|14|24|516|1|4
A5C41A5B-835F-4A7C-C7CF-06A4756EA3FE|4941|501|291|148|3|2
5A9870A1-8FE5-B081-A376-68E251BE9118|4942|19|133|607|1|1
9CB20F31-F859-D2D2-113C-9526E71E7AAE|4943|345|341|161|4|13
222C6ED6-A361-8C5B-30DE-DBB6F2C57B50|4944|447|466|471|5|19
761FD4D3-9231-7563-A071-0F52599538A9|4945|676|291|263|5|15
4A30F00E-8FA3-BB14-D1BB-33E1F99174FA|4946|693|349|56|2|9
42870581-A45E-D5DC-264C-90FC6B483103|4947|306|20|114|1|11
932ECA20-2272-6A2E-106F-F0CEFEEEF87B|4948|155|326|493|5|10
585E28F5-EB8D-206D-0502-4DBCB1B3A705|4949|599|612|602|5|16
AFBB7754-E575-4D24-57E4-1930F7A1FEA6|4950|492|512|327|4|6
68F1540B-0C59-3E24-43C7-0091C377336A|4951|54|520|488|3|11
07AAF339-FC91-A9EE-B0D0-5F7EEDD64132|4952|72|687|305|5|11
7F06F4E6-8A85-2E52-BE3D-8EF709000E0B|4953|2|60|728|2|10
D660BE24-A2C7-6F80-73C1-40A1F72AB678|4954|681|216|428|2|11
86B36695-7D88-8AFB-B1FD-F7F0D03DD386|4955|540|300|474|2|15
9E0410C2-B009-E73E-4FAD-52FB20CD065E|4956|561|500|640|4|8
945EAB50-54BA-8B71-D54F-10CB48325A33|4957|322|267|55|5|7
A2B1A6C9-D190-C7AD-A03F-29451F54A845|4958|356|54|212|2|2
C9A7B19F-2954-85E7-7D08-4D6F3F2A6355|4959|716|625|92|1|14
E7B77F47-B2EA-FF29-9EAE-7C3A8B62E5AA|4960|298|569|600|4|19
2158C7C3-0B1A-9B2F-376A-1AF06D303A4E|4961|517|142|613|1|3
8040FB37-755A-E651-336E-E243B19E5734|4962|552|699|187|4|17
BC5E4CC0-3D1C-BA43-0A04-2EE0EE32A7DE|4963|420|666|697|5|9
18437BB0-4C1B-966E-D01D-11B98D248A61|4964|22|328|671|3|3
AD70DB43-AB44-D04D-BEBC-2F74FE961DD6|4965|673|578|596|5|1
01AD36E5-632F-2902-F128-A09AC31329E2|4966|110|187|337|1|12
7297041D-9354-923A-9EB2-C7EDC795A8CE|4967|116|241|473|5|1
00BCE1CA-D6B5-DA75-BBE8-0CFD0ED51DC5|4968|75|335|296|2|15
D5D19C25-4429-F417-576C-701F0E7B4386|4969|13|403|529|2|2
4107CA73-58C0-9A25-0E67-CB15BF42733D|4970|109|341|389|1|5
19921E2C-DFB3-FC4C-06D5-5F7769B7AD21|4971|600|475|81|4|9
7C917E59-87BA-2F94-B79E-FBBDC2EE85BA|4972|450|197|233|1|1
58D862C6-36C0-7313-EA7C-E05F0C4CF206|4973|253|252|513|5|7
044A79EB-50FB-429E-ACC0-5BF936387131|4974|655|27|464|4|15
584B21A1-6C69-373A-E953-AA465E5FC32C|4975|276|292|365|4|6
2FF1170D-A75D-4D2C-359B-11C9A2AFC8B1|4976|218|41|342|4|12
C2EDABC8-B049-448E-F887-2B5FDECF3A1A|4977|606|13|521|4|4
A10B12C1-BF2B-3F66-6D2F-0196478F92DF|4978|614|480|469|5|11
B0334752-C8D1-8724-B771-3B9F507C78A4|4979|483|295|144|3|1
6C6EA6FF-1DB7-90F2-07AD-5EC51C28CA43|4980|578|163|320|5|5
02DF0D2B-F9BB-E99E-839F-22332F5BF72B|4981|303|283|264|4|5
6A6CBF0D-D6F9-147F-A154-A881803E6E13|4982|354|253|20|5|12
26CB245B-54F6-CDCF-B2B3-883DDE3CA1C4|4983|657|615|126|2|5
0A004231-436B-799D-FBD9-728DE85A7304|4984|646|553|45|5|9
8D6E768B-CF6F-5DBD-9ED1-AF6E3A7CC4A5|4985|697|690|649|3|17
6F5C9371-D4A8-0720-AC46-888167F3A0F0|4986|355|266|79|4|17
C3D32A07-3DA6-A0F3-0494-FE7935F408F5|4987|251|426|635|2|9
2F44BE10-D1C6-2142-CDE0-4A0DDE64A29D|4988|270|166|44|1|1
F2F82A9B-1958-CC4F-4EE3-D1D89CE9967C|4989|524|705|171|3|19
3A703B52-61C2-FAE5-5BD9-9A30D259FE56|4990|718|202|708|4|2
35B77E91-96D4-6D49-9E60-2CE4031698D9|4991|456|150|548|1|16
72DDF439-D331-5DA5-103B-13744CC8EFBF|4992|57|428|714|5|7
731E0D65-C1AD-78C6-4A0E-94121F902053|4993|222|556|194|1|9
0383AF72-FE1B-1B98-1A58-0FE90FE58F4B|4994|297|490|447|2|18
CF730F65-03DF-02F4-A613-7B777B867E71|4995|634|156|173|1|12
B20B2348-614D-A550-0F1D-71F2EFAD5099|4996|502|535|594|1|11
96CC7D8F-3C8A-7749-7143-E9415D1B5D77|4997|686|317|584|1|8
2A914313-25A8-4C6C-7CB5-5A6D342045AB|4998|229|638|157|4|3
B378FFAD-AE4A-BCA9-A586-7E505D319C66|4999|444|407|175|2|8
D0F8601B-3E66-8622-A43B-F5EE02285400|5000|371|323|213|2|2
E6651061-D651-153F-AD10-660DF2F664AB|5001|510|148|551|1|14
183BE5CC-8BCC-DCF6-3A41-F2E76C37D099|5002|713|706|36|5|20
45959AF1-4AAA-DA61-B765-08E3C9CE689A|5003|356|315|482|1|15
612F6166-AC82-5B22-B905-AAABB011B638|5004|663|284|692|5|13
6A355BA0-C4A0-73C2-FDA3-22787F8ABE7D|5005|232|1|68|3|10
611DC6CB-BAFA-9B19-83D4-837188B82391|5006|124|633|628|5|20
2313E2BF-F931-20C2-AF58-1BC09BF26637|5007|322|317|249|2|18
4604F402-DE2B-A2E2-7B40-46848A7F3ED6|5008|142|220|671|1|5
4723FD79-9D5B-8C3B-B49C-FBD681B8B7A7|5009|245|188|125|1|8
A98DE883-FC1E-2EA4-7603-1983BFEACFFA|5010|720|50|258|2|3
B7B0A397-8F1B-408E-F43F-2E0A24FD5721|5011|706|22|470|1|15
DAAF4E78-FACE-EAB5-6F0D-336C966B7937|5012|286|216|219|4|15
483480A4-792E-F691-827E-6358ACC15BE9|5013|339|130|221|4|17
EE2E6E60-DEE3-08A9-DC66-B7232F38C6C7|5014|324|495|63|1|7
F9C93620-5842-A0D5-CB0A-004DD3309390|5015|216|215|157|1|20
38B15DC7-6F7B-9B2B-08AB-4911BA981E13|5016|580|298|605|4|20
B39A04A0-28D7-A588-0AD1-FF1C6C0FEDF1|5017|254|453|563|3|19
877B209B-5075-09A3-F847-6995311CB7D1|5018|174|304|448|2|6
E9C1E396-C6DD-12EA-E187-AD513AC1621E|5019|1|291|396|2|6
7E005932-D30F-3A5C-3820-DDD5E104AD8A|5020|353|477|318|3|2
09FB2ADD-9337-AC3F-0FA7-F1C78E19FD8A|5021|156|337|253|5|16
46CFD290-EAF6-0DCC-ADF3-67E754E17485|5022|718|180|684|3|7
58AA1651-B7B2-53E3-FC42-2EFBC03118D1|5023|501|223|498|4|18
350FC7A7-32EC-0C36-6621-472EAF55423E|5024|587|375|411|5|5
1DE3661D-53B7-1AB2-7EC2-0C3517D664ED|5025|510|334|149|4|3
17B45927-DC62-6998-75A6-1D4B6E70C1B6|5026|197|87|433|2|10
9D600E04-FB10-58CA-ED94-C96BB124E649|5027|128|664|402|4|13
36855D53-93D6-3241-3A1A-EB85D82F200B|5028|167|211|545|1|12
D4849FB8-135D-BDE2-7C11-FFAAAC1EC2DE|5029|216|503|360|2|16
CD20E0B1-3CD6-C902-E80C-F984B2BBD0CE|5030|497|472|522|3|20
03B5E46D-418E-C216-3E07-DC5BAC7F5FC2|5031|534|9|530|2|5
865D65E6-11F6-F265-CF04-0340F1352395|5032|645|39|524|2|2
228BFBC2-1F46-5E7E-F98E-7DBDF849A6B3|5033|492|293|597|3|16
F3826064-DF64-153C-C003-84BF695D4584|5034|295|72|515|1|14
F9B209BE-5715-B3F1-0559-8F843C0FE060|5035|324|163|100|5|2
FD38432B-EB45-8FA2-C58A-59EE8A0FB0EE|5036|187|454|13|4|7
C6B9844D-61FA-4789-5037-B7B80B4B36E2|5037|13|529|205|5|14
4CB659A5-81F7-CE8B-28B0-5AC651731211|5038|194|458|252|2|14
A4E5854C-6EBB-57D4-179B-060FB03D0A45|5039|649|184|190|1|4
9EA64373-DACE-5D60-57F2-1647DB696E26|5040|293|682|699|4|12
4E876C08-1FEA-EA10-877B-BDF19961031E|5041|161|318|51|3|15
D0CA1745-CC65-3878-50A5-FAECDB7392A5|5042|219|387|435|3|4
1AA5A6F1-3610-592C-F1FF-1A046E9F4C79|5043|57|467|31|3|9
750C7359-E4C5-60C7-EC1F-424DC94CB56F|5044|666|266|174|5|16
5DDF4A0D-AC16-D3B9-56CA-6112217634C3|5045|336|273|429|4|6
0BCD959F-AC67-7F5C-9863-367909B63AA0|5046|531|538|467|2|2
B1A3076E-4A2F-A017-DDCA-BF5EC192BFE5|5047|650|657|205|4|13
BA205216-CDE5-8800-F71D-ED1274A19808|5048|69|451|464|2|7
FF41F26C-CAAD-0C0A-FF44-755A65D426D7|5049|690|312|653|1|19
AF25576C-30DF-189B-778F-E33AB420CDCF|5050|171|121|241|1|12
A3A7187F-6AF8-838E-4667-8C5640A2AD71|5051|97|166|15|4|17
EEBDCBEA-FE08-C4D0-A616-BC97D99C6455|5052|65|485|269|5|10
761F0C1A-AE6D-0C70-2463-155F7F975837|5053|65|465|416|3|2
78DE6E0A-01C0-48BF-D415-9E38165D9C7B|5054|297|455|321|1|2
A32EB86E-218C-8CA4-8289-98235A18646D|5055|84|553|159|1|12
B23C4569-34EC-75F7-2ABF-AEC55905C27D|5056|677|195|420|3|13
16D9DE5C-C6EC-328B-62F4-32CE14D7EF74|5057|591|332|500|2|2
74EC4DCE-CE77-B453-6C0F-9A9DB145D4F2|5058|624|189|536|3|3
AA83D955-115D-EF4A-EB11-194ADAA2369F|5059|65|536|573|5|6
754B1826-D787-5FB9-CAE9-34A71B8F7AC6|5060|384|303|715|5|9
4D4FE32B-CBD6-D66F-AE2A-C1641F762EE1|5061|540|62|50|1|12
A0EA21CB-7EB6-53DE-2A45-05F7E74FAA33|5062|26|408|690|4|10
21B280C5-7B46-3CD3-1C12-BADC8BADB232|5063|615|562|430|4|3
1115C429-6860-F958-EE2C-C63A860D92B1|5064|724|357|338|5|19
B47C6C88-E1A0-135E-F428-40101C41CE2C|5065|680|50|435|4|7
130EED41-B7DD-1C4E-EFC1-EC0DCF2AECA3|5066|422|470|304|5|18
E6857BD8-6D87-C0E1-6104-0098736BB29A|5067|70|6|449|5|15
10ECAF53-5AE1-1D0C-A0CF-A9D69A87415F|5068|611|48|540|2|5
10004E30-D641-9260-14FE-E14C372F8C16|5069|691|692|699|5|15
609DFB86-061C-F9C6-AA5B-D5586C97587A|5070|90|580|414|3|16
D3B128C0-F21A-2C12-3355-8C53D725CDD9|5071|313|454|105|4|7
0086CA01-B5C3-27BA-6AE2-82841FD5BA20|5072|79|519|54|3|12
997F314F-DA4E-79EC-3633-2192A0F48F17|5073|106|671|377|4|9
62AF3704-C143-5742-0D37-BCA59921AB22|5074|3|257|532|5|9
0B6E2C0E-A0A6-951D-91FF-EA1B12FB9A7C|5075|137|611|251|3|17
B3EB72FB-75CF-3E37-6B48-D2360CCB91E5|5076|472|207|134|2|14
08FEC728-DF35-53B1-E392-420C8A07AC47|5077|42|368|150|2|6
7A084351-28B8-FBCD-D0A3-24CEAB8CCEBD|5078|370|610|426|5|19
67765BA9-2558-6ACE-C5CA-DEF3BBDC06CA|5079|186|288|68|5|20
97AFAF04-ECB0-6470-6CDE-40A22A4D184C|5080|544|688|152|3|2
FA22F75E-6A73-D515-CAE9-937B237EA8E5|5081|633|404|96|5|15
8781235D-0551-AE5B-E003-B4DA7A138094|5082|456|171|699|5|2
12B9C532-8F50-03F1-85DC-7427B27B60F9|5083|387|644|393|2|4
0C91CCE4-AAAC-83FC-469B-A510D53B9EA3|5084|112|347|246|1|13
D21687FA-9CC1-63D7-4F6B-7393A004E88B|5085|509|212|247|2|11
44D6ECDB-30FA-40BD-FFF4-98BFF5B59C04|5086|234|690|724|1|10
1AF67D9D-FDDB-4935-AE59-64BE4446DC1D|5087|33|5|723|4|13
386DC8F4-AB69-3A58-F435-8E30C2B15C20|5088|685|516|372|2|18
33FE60E1-32FF-9A21-673B-3293AA8ECEF6|5089|537|301|122|3|14
84B94E66-82B7-E23C-6DFA-BF7AAF7F6DE3|5090|563|624|469|3|10
152F21B9-5CDC-A0A7-F730-747B9D73E3E4|5091|150|457|676|2|4
ECE9D551-06B2-01AA-6562-D9EDB1D03F11|5092|285|470|726|1|1
4E71E845-7556-7388-82AC-C413A1564904|5093|584|590|541|4|15
164AE3AC-51F1-FE42-9BF8-4174C511F484|5094|153|433|460|4|13
42C9F408-082B-358D-9B1C-576A65E0131D|5095|442|373|29|2|3
2617DD6F-C5C6-26B7-6FCB-3AE51E0CF22B|5096|91|61|301|3|14
1B1A20B8-6504-4399-3338-3A6A86595DAE|5097|391|149|660|2|20
483F2908-36D5-B0FE-CD29-6B585D88E771|5098|330|671|97|5|1
ED65A08E-303C-4148-BB98-E1D1564B15F6|5099|34|491|87|1|5
472A00DE-5FE6-3239-5713-96B1900DBB95|5100|263|647|21|5|12
1BA80048-44B1-7B30-F15B-C9A7F4332281|5101|495|651|258|1|20
6294A9EF-2602-B981-F769-39F625450FEC|5102|166|598|211|5|3
08D3AC58-41AF-940E-D455-7EF1062E3EE2|5103|657|107|134|5|20
E33D25F3-14EF-6D23-27E8-D6CE12299EB5|5104|185|33|370|4|20
EC780BB9-4C53-2191-F82D-C60AFBEB24BF|5105|331|544|279|5|9
AD0390AF-4653-4E76-328B-087D9E9D7CEC|5106|353|150|299|2|14
A95D8D46-F2AB-9D69-68D4-B15798DEA5DE|5107|316|624|140|3|12
E509DD9D-DA6B-EBAD-32EE-521100F449DC|5108|562|430|231|4|13
8807659C-15D3-C24F-121F-8A7CAAA5BF1F|5109|71|554|39|4|13
B2118FA0-9DA2-D0B9-EC39-191564A39F34|5110|128|55|248|2|5
A7F02D9A-F82C-98DB-A33B-2346C88E2653|5111|652|25|323|1|3
E17DF09D-BD47-EBD6-C357-B15658B976EC|5112|140|53|51|2|14
5B4D6999-95DD-D700-CCBF-E5E504F67C96|5113|557|332|336|1|8
03071113-7D1C-0A94-0A5D-6B2EAEC90888|5114|247|43|17|4|17
6E2EDB1C-4929-2921-8CD9-C4C5B7F1DB66|5115|511|401|208|4|3
A1E75412-E090-A165-794A-4BC4E6276407|5116|43|304|371|3|11
81BDCBF4-0E6D-598B-F082-3B9A1BB2DBE9|5117|619|191|700|4|1
5D5A28D7-992D-B091-E157-2F623CD8FE1F|5118|495|207|79|4|10
D16C6D77-C0EB-7EEE-D0A5-070F4E479326|5119|716|635|228|1|2
360E3CB4-BE66-94B2-4D0D-A9EA57BBF048|5120|234|470|290|2|4
236DD6B3-5E77-31F6-34F0-80585B91C0C0|5121|491|101|162|5|10
F546D2BE-95BD-A270-7AFA-F4179D1C2AF1|5122|281|477|686|3|8
76D8D396-5D2D-5537-5D57-0111C3169647|5123|510|63|497|3|11
7DEBACCB-762C-0AEB-883D-B27973302AFE|5124|614|11|134|3|14
69F4BD11-95A9-860B-7B05-EBC426DC27F2|5125|529|720|70|1|19
FEED1307-3A34-2E6F-D7FB-8D9744ABC658|5126|216|410|691|5|3
90FEF935-DC40-C4D2-37E1-7906D231793D|5127|32|467|655|1|14
D2D284BE-F5C8-BFF4-4D44-259B64CDA804|5128|640|409|26|2|7
24B48810-AEAC-82E5-D3F2-B4FD55BB8198|5129|288|591|219|5|20
0B16E8C0-51EF-15F7-F5CF-A814DC8B69D8|5130|477|440|598|2|10
4A19E71F-734B-0DFF-6C03-0FA2E5102DBB|5131|714|288|380|5|9
03A7925B-EA75-BF30-39EB-90F1CF25806A|5132|336|635|595|3|3
61E9C54C-1628-50A8-CF90-746F44697286|5133|418|361|520|1|1
F354DD8D-A80A-5B13-0281-567E60E82674|5134|454|57|602|1|4
FE6A00C0-9ED7-6536-758C-5DE7FDA10E5D|5135|120|32|297|5|6
BA536CFA-CA72-7F62-E90F-FA343CBC4858|5136|630|124|713|3|6
BCA91466-0716-727B-9C7E-DAE38EB95618|5137|389|673|33|3|11
6F6863BF-7E33-E9BE-E3F9-9FB902267125|5138|335|613|690|3|5
7F4FE22F-2769-3B93-58FC-64A763F848A7|5139|475|80|494|5|14
B76A97B8-29B7-65FC-3443-EC758CC640B5|5140|78|44|98|1|9
DA135EC8-4240-7FB3-35EE-E9D06993B634|5141|51|479|460|1|8
AF33850B-6CC7-B416-D801-6A5C0311A769|5142|48|244|6|1|12
19476A38-4C1F-A68D-4B82-D4D669B1A595|5143|40|581|325|5|16
D13909C0-4CFA-21C7-7E97-E2ABB2A9A56E|5144|20|583|253|1|4
EAF3CD61-3761-179B-830E-98FAD6657FFC|5145|399|218|115|3|4
DC5D053A-815C-04E3-63A3-07019047CD7C|5146|210|51|64|4|12
7C7EC7B9-C708-3750-8B7D-FC5BF7C04C35|5147|313|250|344|1|20
0B39825E-66E1-B01C-2394-3AD3613356FB|5148|611|19|157|3|16
426CC726-AC2B-8741-0217-9CBCC39FC977|5149|529|622|643|5|9
B0A3AEA7-2DA6-2005-431F-94D7044050B8|5150|642|166|530|4|17
7EDEE29C-B6C7-5023-9C71-A70BF4E0B610|5151|248|266|452|3|1
2C94DEFA-A906-1F77-CA95-7F9E153588F6|5152|424|397|729|5|4
7475EC82-184A-4133-8067-BABE1DE31F69|5153|660|366|349|1|7
79430635-BB81-00FF-4965-EF3ACFEF2290|5154|73|489|662|1|2
F26DE7EE-3726-01DA-CCA3-73FAF7BB2346|5155|564|699|20|5|1
23610FFA-A95F-37E0-D16E-BCCA11CCE19C|5156|164|402|700|1|10
52746BA1-75B0-7DE9-D10F-0B1993489ADC|5157|103|50|90|2|14
622BB976-8D80-A702-F5FC-7FE3E35BC217|5158|64|605|567|2|13
95144A8A-1217-91C2-EC56-C51CA48D0EA1|5159|405|164|243|1|19
7B85553B-37E6-39D4-BA70-853C72AC35A7|5160|609|670|646|2|2
BCD12F32-8E7B-F0E7-0CEC-CC98B8D476FA|5161|314|601|472|2|19
3A99A144-BDFE-386C-D779-664A6B375D3C|5162|490|346|306|4|6
FDF2AE38-15D5-4BAE-95A9-67B833E09BB1|5163|594|653|123|2|1
F7716C67-C2A2-2759-401F-BBD4263EFA52|5164|642|47|192|3|13
85457880-E8CF-456A-4C25-7DB7E8215097|5165|440|219|463|5|20
80CDB166-DC41-F558-5EE3-BE994EC4FF8E|5166|313|622|318|1|3
B4488CA0-7DA5-55EE-1F3E-0612B0B6BB17|5167|541|121|122|1|10
BCA47BE0-9777-A35A-C036-842D735906DC|5168|150|715|63|5|17
4D64FFE9-F5F2-72B3-30B4-E38758A19F03|5169|64|665|246|3|9
AF90CF01-271E-3D04-BF6F-9610FF18FF86|5170|522|224|49|1|15
E8742607-2A31-039E-B416-C201F289FA35|5171|621|510|76|2|16
4DAE7D8C-3E7F-41E1-F6C2-4E0F77CAE86A|5172|720|10|583|3|6
C9FDB151-9D38-2271-7430-CFF7CE6518EB|5173|176|728|210|1|13
AEC1CF0B-D87A-18A0-9EB0-6B0AAA5FEFAF|5174|577|52|312|1|12
B879BB80-3C70-FCCC-9056-1CBAD6D492E3|5175|493|333|111|2|9
F09CF76D-D55D-78B4-82AB-DCB13DC1AC04|5176|134|556|162|5|20
