PRODUCT_TK,VERSION,DATE_FROM,DATE_TO,PRODUCT_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,PRODUCT_DELETED,PRODUCT_MAINCODE,PRODUCT_PART_NUMBER,PRODUCT_TYPE,PRODUCT_UNIT_COST,PRODUCT_CURRENCY_ID,PRODUCT_UNIT_PRICE,PRODUCT_URL,PRODUCT_IMAGE,PRODUCT_CATEGORY_ID,PRODUCT_CATEGORY_NAME,PRODUCT_CATEGORY_DESCRIPTION,PRODUCT_CATEGORY_DELETED
720,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,720,Imagine Beef TV Dinner,Not Set,No,48794704079,48794704079,Not Set,0.774,N/A,0.86,Not Set,Not Set,10,Frozen Entrees,Not Set,0
721,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,721,Imagine Pancake Mix,Not Set,No,41468207240,41468207240,Not Set,2.034,N/A,2.26,Not Set,Not Set,28,Breakfast Foods,Not Set,0
722,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,722,Imagine Grape Popsicles,Not Set,No,10648906826,10648906826,Not Set,2.547,N/A,2.83,Not Set,Not Set,110,Frozen Desserts,Not Set,0
723,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,723,Imagine Home Style French Fries,Not Set,No,62560176253,62560176253,Not Set,0.459,N/A,0.51,Not Set,Not Set,63,Vegetables,Not Set,0
724,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,724,Imagine Lime Popsicles,Not Set,No,37565861344,37565861344,Not Set,2.646,N/A,2.94,Not Set,Not Set,110,Frozen Desserts,Not Set,0
725,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,725,Imagine Ice Cream,Not Set,No,58714897036,58714897036,Not Set,1.341,N/A,1.49,Not Set,Not Set,9,Frozen Desserts,Not Set,0
726,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,726,Imagine Ice Cream Sandwich,Not Set,No,92958348393,92958348393,Not Set,2.889,N/A,3.21,Not Set,Not Set,9,Frozen Desserts,Not Set,0
727,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,727,Imagine Frozen Cauliflower,Not Set,No,83345150351,83345150351,Not Set,1.719,N/A,1.91,Not Set,Not Set,60,Vegetables,Not Set,0
728,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,728,Imagine Frozen Broccoli,Not Set,No,86826367974,86826367974,Not Set,1.701,N/A,1.89,Not Set,Not Set,60,Vegetables,Not Set,0
729,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,729,Imagine Frozen Corn,Not Set,No,22548806071,22548806071,Not Set,1.548,N/A,1.72,Not Set,Not Set,60,Vegetables,Not Set,0
730,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,730,Imagine Frozen Peas,Not Set,No,85267789959,85267789959,Not Set,1.548,N/A,1.72,Not Set,Not Set,60,Vegetables,Not Set,0
731,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,731,Imagine Popsicles,Not Set,No,92913083434,92913083434,Not Set,3.429,N/A,3.81,Not Set,Not Set,9,Frozen Desserts,Not Set,0
732,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,732,Imagine Frozen Chicken Thighs,Not Set,No,10967703461,10967703461,Not Set,0.819,N/A,0.91,Not Set,Not Set,100,Meat,Not Set,0
733,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,733,Imagine Frozen Chicken Wings,Not Set,No,89067804217,89067804217,Not Set,1.755,N/A,1.95,Not Set,Not Set,100,Meat,Not Set,0
734,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,734,Imagine Lemon Popsicles,Not Set,No,66360190510,66360190510,Not Set,0.567,N/A,0.63,Not Set,Not Set,110,Frozen Desserts,Not Set,0
735,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,735,Consolidated Silky Smooth Hair Conditioner,Not Set,No,89795927405,89795927405,Not Set,1.323,N/A,1.47,Not Set,Not Set,78,Bathroom Products,Not Set,0
736,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,736,Consolidated Tartar Control Toothpaste,Not Set,No,60228210091,60228210091,Not Set,1.917,N/A,2.13,Not Set,Not Set,39,Hygiene,Not Set,0
737,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,737,Consolidated Whitening Toothpast,Not Set,No,52901713252,52901713252,Not Set,1.152,N/A,1.28,Not Set,Not Set,39,Hygiene,Not Set,0
738,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,738,Consolidated Toothpaste,Not Set,No,58669632077,58669632077,Not Set,1.665,N/A,1.85,Not Set,Not Set,39,Hygiene,Not Set,0
739,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,739,Consolidated Deodorant,Not Set,No,51295928359,51295928359,Not Set,2.142,N/A,2.38,Not Set,Not Set,39,Hygiene,Not Set,0
740,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,740,Consolidated Conditioning Shampoo,Not Set,No,26301613450,26301613450,Not Set,1.773,N/A,1.97,Not Set,Not Set,79,Bathroom Products,Not Set,0
741,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,741,Consolidated Extra Moisture Shampoo,Not Set,No,47450649142,47450649142,Not Set,0.657,N/A,0.73,Not Set,Not Set,79,Bathroom Products,Not Set,0
742,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,742,Consolidated Angled Toothbrush,Not Set,No,81694100499,81694100499,Not Set,2.223,N/A,2.47,Not Set,Not Set,88,Bathroom Products,Not Set,0
743,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,743,Consolidated Apricot Shampoo,Not Set,No,72080902457,72080902457,Not Set,0.864,N/A,0.96,Not Set,Not Set,79,Bathroom Products,Not Set,0
744,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,744,Consolidated Childrens Aspirin,Not Set,No,75562120079,75562120079,Not Set,3.519,N/A,3.91,Not Set,Not Set,70,Pain Relievers,Not Set,0
745,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,745,Consolidated Buffered Aspirin,Not Set,No,11284558176,11284558176,Not Set,0.765,N/A,0.85,Not Set,Not Set,70,Pain Relievers,Not Set,0
746,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,746,Consolidated 200 MG Ibuprofen,Not Set,No,74003542065,74003542065,Not Set,3.582,N/A,3.98,Not Set,Not Set,71,Pain Relievers,Not Set,0
747,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,747,Consolidated 200 MG Acetominifen,Not Set,No,92865876555,92865876555,Not Set,1.647,N/A,1.83,Not Set,Not Set,72,Pain Relievers,Not Set,0
748,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,748,Consolidated HCL Nasal Spray,Not Set,No,65801325440,65801325440,Not Set,1.98,N/A,2.2,Not Set,Not Set,73,Decongestants,Not Set,0
749,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,749,Consolidated Dishwasher Detergent,Not Set,No,53901426196,53901426196,Not Set,2.403,N/A,2.67,Not Set,Not Set,73,Decongestants,Not Set,0
750,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,750,Consolidated Multi-Symptom Cold Remedy,Not Set,No,31193812489,31193812489,Not Set,1.755,N/A,1.95,Not Set,Not Set,75,Cold Remedies,Not Set,0
751,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,751,Consolidated Childrens Cold Remedy,Not Set,No,54629549384,54629549384,Not Set,1.971,N/A,2.19,Not Set,Not Set,75,Cold Remedies,Not Set,0
752,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,752,Consolidated Laundry Detergent,Not Set,No,91159701943,91159701943,Not Set,0.765,N/A,0.85,Not Set,Not Set,74,Bathroom Products,Not Set,0
753,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,753,Consolidated Mint Mouthwash,Not Set,No,17735335230,17735335230,Not Set,1.701,N/A,1.89,Not Set,Not Set,74,Bathroom Products,Not Set,0
754,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,754,Cormorant 60 Watt Lightbulb,Not Set,No,23503254055,23503254055,Not Set,2.313,N/A,2.57,Not Set,Not Set,80,Electrical,Not Set,0
755,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,755,Cormorant Plastic Forks,Not Set,No,75414523482,75414523482,Not Set,2.682,N/A,2.98,Not Set,Not Set,56,Plastic Products,Not Set,0
756,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,756,Cormorant Plastic Spoons,Not Set,No,15301037430,15301037430,Not Set,2.412,N/A,2.68,Not Set,Not Set,56,Plastic Products,Not Set,0
757,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,757,Cormorant Plastic Knives,Not Set,No,36450073122,36450073122,Not Set,1.323,N/A,1.47,Not Set,Not Set,56,Plastic Products,Not Set,0
758,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,758,Cormorant C-Size Batteries,Not Set,No,70693524479,70693524479,Not Set,2.871,N/A,3.19,Not Set,Not Set,101,Electrical,Not Set,0
759,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,759,Cormorant 100 Watt Lightbulb,Not Set,No,61080326437,61080326437,Not Set,1.701,N/A,1.89,Not Set,Not Set,80,Electrical,Not Set,0
760,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,760,Cormorant AAA-Size Batteries,Not Set,No,40659413933,40659413933,Not Set,1.683,N/A,1.87,Not Set,Not Set,101,Electrical,Not Set,0
761,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,761,Cormorant Paper Plates,Not Set,No,90283982157,90283982157,Not Set,1.53,N/A,1.7,Not Set,Not Set,55,Paper Products,Not Set,0
762,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,762,Cormorant Paper Cups,Not Set,No,63002966046,63002966046,Not Set,3.33,N/A,3.7,Not Set,Not Set,55,Paper Products,Not Set,0
763,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,763,Cormorant 75 Watt Lightbulb,Not Set,No,57963170409,57963170409,Not Set,2.295,N/A,2.55,Not Set,Not Set,80,Electrical,Not Set,0
764,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,764,Cormorant Toilet Bowl Cleaner,Not Set,No,89919920563,89919920563,Not Set,3.429,N/A,3.81,Not Set,Not Set,22,Cleaning Supplies,Not Set,0
765,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,765,Cormorant Counter Cleaner,Not Set,No,18998720049,18998720049,Not Set,1.728,N/A,1.92,Not Set,Not Set,22,Cleaning Supplies,Not Set,0
766,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,766,Cormorant Glass Cleaner,Not Set,No,20193236470,20193236470,Not Set,0.558,N/A,0.62,Not Set,Not Set,22,Cleaning Supplies,Not Set,0
767,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,767,Cormorant 25 Watt Lightbulb,Not Set,No,43628973364,43628973364,Not Set,1.305,N/A,1.45,Not Set,Not Set,80,Electrical,Not Set,0
768,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,768,Cormorant AA-Size Batteries,Not Set,No,80159125924,80159125924,Not Set,2.484,N/A,2.76,Not Set,Not Set,101,Electrical,Not Set,0
769,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,769,Cormorant D-Size Batteries,Not Set,No,96734759211,96734759211,Not Set,0.531,N/A,0.59,Not Set,Not Set,101,Electrical,Not Set,0
770,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,770,Cormorant Paper Towels,Not Set,No,12502678036,12502678036,Not Set,1.647,N/A,1.83,Not Set,Not Set,18,Paper Products,Not Set,0
771,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,771,Cormorant Soft Napkins,Not Set,No,64413947463,64413947463,Not Set,1.008,N/A,1.12,Not Set,Not Set,18,Paper Products,Not Set,0
772,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,772,Cormorant Scented Tissue,Not Set,No,39419632554,39419632554,Not Set,1.746,N/A,1.94,Not Set,Not Set,18,Paper Products,Not Set,0
773,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,773,Cormorant Toilet Paper,Not Set,No,26240512728,26240512728,Not Set,0.639,N/A,0.71,Not Set,Not Set,18,Paper Products,Not Set,0
774,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,774,Cormorant Tissues,Not Set,No,60483964085,60483964085,Not Set,2.205,N/A,2.45,Not Set,Not Set,18,Paper Products,Not Set,0
775,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,775,Cormorant Scented Toilet Tissue,Not Set,No,50870766043,50870766043,Not Set,0.855,N/A,0.95,Not Set,Not Set,18,Paper Products,Not Set,0
776,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,776,Cormorant Room Freshener,Not Set,No,30449853539,30449853539,Not Set,3.501,N/A,3.89,Not Set,Not Set,20,Cleaning Supplies,Not Set,0
777,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,777,Cormorant Frying Pan,Not Set,No,80074421763,80074421763,Not Set,3.348,N/A,3.72,Not Set,Not Set,40,Kitchen Products,Not Set,0
778,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,778,Cormorant Copper Cleaner,Not Set,No,52793405652,52793405652,Not Set,2.448,N/A,2.72,Not Set,Not Set,87,Kitchen Products,Not Set,0
779,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,779,Cormorant Bees Wax Candles,Not Set,No,47753610014,47753610014,Not Set,1.629,N/A,1.81,Not Set,Not Set,47,Candles,Not Set,0
780,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,780,Cormorant Silver Cleaner,Not Set,No,79710360169,79710360169,Not Set,2.556,N/A,2.84,Not Set,Not Set,87,Kitchen Products,Not Set,0
781,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,781,Cormorant Copper Pot Scrubber,Not Set,No,43908330798,43908330798,Not Set,3.555,N/A,3.95,Not Set,Not Set,86,Kitchen Products,Not Set,0
782,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,782,Cormorant Economy Toilet Brush,Not Set,No,99983676075,99983676075,Not Set,2.106,N/A,2.34,Not Set,Not Set,85,Bathroom Products,Not Set,0
783,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,783,Cormorant Scissors,Not Set,No,33419412970,33419412970,Not Set,2.223,N/A,2.47,Not Set,Not Set,41,Hardware,Not Set,0
784,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,784,Cormorant Large Sponge,Not Set,No,69949565529,69949565529,Not Set,0.468,N/A,0.52,Not Set,Not Set,42,Kitchen Products,Not Set,0
785,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,785,Cormorant Screw Driver,Not Set,No,86525198817,86525198817,Not Set,2.052,N/A,2.28,Not Set,Not Set,41,Hardware,Not Set,0
786,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,786,Footnote Extra Lean Hamburger,Not Set,No,92293117642,92293117642,Not Set,0.873,N/A,0.97,Not Set,Not Set,65,Meat,Not Set,0
787,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,787,Footnote Seasoned Hamburger,Not Set,No,54204387068,54204387068,Not Set,1.341,N/A,1.49,Not Set,Not Set,65,Meat,Not Set,0
788,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,788,Excel Monthly Sports Magazine,Not Set,No,29210072159,29210072159,Not Set,0.495,N/A,0.55,Not Set,Not Set,104,Magazines,Not Set,0
789,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,789,Excel Monthly Auto Magazine,Not Set,No,50359107851,50359107851,Not Set,3.258,N/A,3.62,Not Set,Not Set,108,Magazines,Not Set,0
790,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,790,Excel Monthly Computer Magazine,Not Set,No,84602559208,84602559208,Not Set,0.693,N/A,0.77,Not Set,Not Set,107,Magazines,Not Set,0
791,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,791,Excel Monthly Home Magazine,Not Set,No,62304272055,62304272055,Not Set,1.935,N/A,2.15,Not Set,Not Set,105,Magazines,Not Set,0
792,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,792,Excel Monthly Fashion Magazine,Not Set,No,41883359551,41883359551,Not Set,1.917,N/A,2.13,Not Set,Not Set,106,Magazines,Not Set,0
793,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,793,Ebony Summer Squash,Not Set,No,91507927775,91507927775,Not Set,2.565,N/A,2.85,Not Set,Not Set,61,Vegetables,Not Set,0
794,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,794,Ebony Corn on the Cob,Not Set,No,64226911664,64226911664,Not Set,1.08,N/A,1.2,Not Set,Not Set,61,Vegetables,Not Set,0
795,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,795,Ebony Asparagus,Not Set,No,59187116026,59187116026,Not Set,0.864,N/A,0.96,Not Set,Not Set,61,Vegetables,Not Set,0
796,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,796,Ebony Sweet Peas,Not Set,No,91143866181,91143866181,Not Set,1.188,N/A,1.32,Not Set,Not Set,61,Vegetables,Not Set,0
797,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,797,Ebony New Potatos,Not Set,No,55341836810,55341836810,Not Set,1.971,N/A,2.19,Not Set,Not Set,61,Vegetables,Not Set,0
798,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,798,Ebony Beets,Not Set,No,32634223103,32634223103,Not Set,2.439,N/A,2.71,Not Set,Not Set,61,Vegetables,Not Set,0
799,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,799,Ebony Prepared Salad,Not Set,No,79972090125,79972090125,Not Set,2.556,N/A,2.84,Not Set,Not Set,61,Vegetables,Not Set,0
800,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,800,Ebony Onions,Not Set,No,81383071541,81383071541,Not Set,2.934,N/A,3.26,Not Set,Not Set,61,Vegetables,Not Set,0
801,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,801,Ebony Green Pepper,Not Set,No,74056574702,74056574702,Not Set,2.385,N/A,2.65,Not Set,Not Set,61,Vegetables,Not Set,0
802,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,802,Ebony Shitake Mushrooms,Not Set,No,79824493527,79824493527,Not Set,2.691,N/A,2.99,Not Set,Not Set,61,Vegetables,Not Set,0
803,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,803,Ebony Lettuce,Not Set,No,65637893080,65637893080,Not Set,3.159,N/A,3.51,Not Set,Not Set,61,Vegetables,Not Set,0
804,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,804,Ebony Elephant Garlic,Not Set,No,40643578171,40643578171,Not Set,1.989,N/A,2.21,Not Set,Not Set,61,Vegetables,Not Set,0
805,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,805,Ebony Red Pepper,Not Set,No,61792613863,61792613863,Not Set,2.592,N/A,2.88,Not Set,Not Set,61,Vegetables,Not Set,0
806,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,806,Ebony Garlic,Not Set,No,72133935093,72133935093,Not Set,2.34,N/A,2.6,Not Set,Not Set,61,Vegetables,Not Set,0
807,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,807,Ebony Potatos,Not Set,No,62520737051,62520737051,Not Set,1.269,N/A,1.41,Not Set,Not Set,61,Vegetables,Not Set,0
808,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,808,Ebony Cauliflower,Not Set,No,30882783532,30882783532,Not Set,1.251,N/A,1.39,Not Set,Not Set,61,Vegetables,Not Set,0
809,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,809,Ebony Tomatos,Not Set,No,80507351756,80507351756,Not Set,1.098,N/A,1.22,Not Set,Not Set,61,Vegetables,Not Set,0
810,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,810,Ebony Mushrooms,Not Set,No,29324205517,29324205517,Not Set,0.513,N/A,0.57,Not Set,Not Set,61,Vegetables,Not Set,0
811,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,811,Ebony Baby Onion,Not Set,No,48186540007,48186540007,Not Set,2.673,N/A,2.97,Not Set,Not Set,61,Vegetables,Not Set,0
812,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,812,Ebony Dried Mushrooms,Not Set,No,80143290162,80143290162,Not Set,3.006,N/A,3.34,Not Set,Not Set,61,Vegetables,Not Set,0
813,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,813,Ebony Fresh Lima Beans,Not Set,No,44341260790,44341260790,Not Set,1.305,N/A,1.45,Not Set,Not Set,61,Vegetables,Not Set,0
814,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,814,Ebony Squash,Not Set,No,21633647084,21633647084,Not Set,1.557,N/A,1.73,Not Set,Not Set,61,Vegetables,Not Set,0
815,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,815,Ebony Limes,Not Set,No,68971514105,68971514105,Not Set,0.828,N/A,0.92,Not Set,Not Set,99,Fruit,Not Set,0
816,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,816,Ebony Firm Tofu,Not Set,No,15501666665,15501666665,Not Set,2.061,N/A,2.29,Not Set,Not Set,67,Packaged Vegetables,Not Set,0
817,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,817,Ebony Almonds,Not Set,No,98175169825,98175169825,Not Set,1.512,N/A,1.68,Not Set,Not Set,1,Specialty,Not Set,0
818,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,818,Ebony Macintosh Apples,Not Set,No,68560245633,68560245633,Not Set,1.215,N/A,1.35,Not Set,Not Set,99,Fruit,Not Set,0
819,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,819,Ebony Golden Delcious Apples,Not Set,No,54373645186,54373645186,Not Set,2.493,N/A,2.77,Not Set,Not Set,99,Fruit,Not Set,0
820,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,820,Ebony Red Delcious Apples,Not Set,No,95477200150,95477200150,Not Set,0.63,N/A,0.7,Not Set,Not Set,99,Fruit,Not Set,0
821,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,821,Ebony Lemons,Not Set,No,50528365969,50528365969,Not Set,1.719,N/A,1.91,Not Set,Not Set,99,Fruit,Not Set,0
822,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,822,Ebony Fancy Plums,Not Set,No,60869687199,60869687199,Not Set,1.674,N/A,1.86,Not Set,Not Set,99,Fruit,Not Set,0
823,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,823,Ebony Plums,Not Set,No,51256489157,51256489157,Not Set,3.087,N/A,3.43,Not Set,Not Set,99,Fruit,Not Set,0
824,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,824,Ebony Peaches,Not Set,No,54737706780,54737706780,Not Set,1.899,N/A,2.11,Not Set,Not Set,99,Fruit,Not Set,0
825,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,825,Ebony Broccoli,Not Set,No,14362275004,14362275004,Not Set,2.547,N/A,2.83,Not Set,Not Set,61,Vegetables,Not Set,0
826,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,826,Ebony Mandarin Oranges,Not Set,No,41962087750,41962087750,Not Set,1.647,N/A,1.83,Not Set,Not Set,99,Fruit,Not Set,0
827,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,827,Ebony Mixed Nuts,Not Set,No,60824422240,60824422240,Not Set,0.855,N/A,0.95,Not Set,Not Set,1,Specialty,Not Set,0
828,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,828,Ebony Canned Peanuts,Not Set,No,68879042267,68879042267,Not Set,1.161,N/A,1.29,Not Set,Not Set,1,Specialty,Not Set,0
829,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,829,Ebony Sweet Onion,Not Set,No,56979143023,56979143023,Not Set,1.953,N/A,2.17,Not Set,Not Set,61,Vegetables,Not Set,0
830,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,830,Ebony Cantelope,Not Set,No,34271529316,34271529316,Not Set,2.205,N/A,2.45,Not Set,Not Set,99,Fruit,Not Set,0
831,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,831,Ebony Honey Dew,Not Set,No,81609396338,81609396338,Not Set,1.422,N/A,1.58,Not Set,Not Set,99,Fruit,Not Set,0
832,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,832,Ebony Fuji Apples,Not Set,No,28139548897,28139548897,Not Set,2.916,N/A,3.24,Not Set,Not Set,99,Fruit,Not Set,0
833,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,833,Ebony Walnuts,Not Set,No,20813052058,20813052058,Not Set,2.151,N/A,2.39,Not Set,Not Set,1,Specialty,Not Set,0
834,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,834,Ebony Oranges,Not Set,No,26580970883,26580970883,Not Set,2.664,N/A,2.96,Not Set,Not Set,99,Fruit,Not Set,0
835,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,835,Ebony Tangerines,Not Set,No,78492240309,78492240309,Not Set,3.141,N/A,3.49,Not Set,Not Set,99,Fruit,Not Set,0
836,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,836,Ebony Party Nuts,Not Set,No,84476624131,84476624131,Not Set,1.062,N/A,1.18,Not Set,Not Set,1,Specialty,Not Set,0
837,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,837,Curlew Lox,Not Set,No,15625659823,15625659823,Not Set,1.458,N/A,1.62,Not Set,Not Set,24,Seafood,Not Set,0
838,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,838,Curlew Scallops,Not Set,No,49869111180,49869111180,Not Set,2.322,N/A,2.58,Not Set,Not Set,2,Seafood,Not Set,0
839,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,839,Nationeel Low Fat Cookies,Not Set,No,40255913138,40255913138,Not Set,0.594,N/A,0.66,Not Set,Not Set,45,Snack Foods,Not Set,0
840,1,1900/01/01 00:00:00.000000000,2200/01/01 00:00:00.000000000,840,Nationeel BBQ Potato Chips,Not Set,No,43737130761,43737130761,Not Set,1.233,N/A,1.37,Not Set,Not Set,12,Snack Foods,Not Set,0
